boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"3","3006200",Brooklyn,E,"006200","62",BK31,Bay Ridge,"4013",1746843.2638799999840557575225830078125,5368.6814050000002680462785065174103,Brooklyn 62,"2700","1943","90","0","472","0","42","153",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3014800",Brooklyn,I,"014800","148",BK30,Dyker Heights,"4013",1437563.9394300000276416540145874023438,5247.7308594300002368981949985027313,Brooklyn 148,"1320","1161","0","0","139","0","13","7",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3016600",Brooklyn,I,"016600","166",BK30,Dyker Heights,"4013",2873519.7097800001502037048339843750000,6807.4684958300003927433863282203674,Brooklyn 166,"1863","1650","0","3","184","0","13","13",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3016600",Brooklyn,I,"016600","166",BK30,Dyker Heights,"4013",2873519.7097800001502037048339843750000,6807.4684958300003927433863282203674,Brooklyn 166,"1863","1650","0","3","184","0","13","13",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3040000",Brooklyn,E,"040000","400",BK29,Bensonhurst East,"4017",2058373.0467799999751150608062744140625,6639.7635707700001148623414337635040,Brooklyn 400,"3325","1439","33","0","1463","0","390","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3041000",Brooklyn,E,"041000","410",BK29,Bensonhurst East,"4017",1537209.7508499999530613422393798828125,5990.2651681600000301841646432876587,Brooklyn 410,"2096","1445","23","0","598","0","5","25",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3023200",Brooklyn,E,"023200","232",BK88,Borough Park,"4014",2436821.5025900001637637615203857421875,7284.6361230700003943638876080513000,Brooklyn 232,"5406","4817","31","0","383","0","175","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3023400",Brooklyn,E,"023400","234",BK88,Borough Park,"4014",1827230.5846899999305605888366699218750,6241.8973629599995547323487699031830,Brooklyn 234,"4578","4427","11","14","0","0","126","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3011600",Brooklyn,E,"011600","116",BK88,Borough Park,"4014",1724997.7322100000455975532531738281250,5869.3173388499999418854713439941406,Brooklyn 116,"3414","597","15","15","2651","0","134","2",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3021600",Brooklyn,E,"021600","216",BK88,Borough Park,"4014",1810243.9263899999205023050308227539063,6210.2788811899999927845783531665802,Brooklyn 216,"4769","4156","0","0","541","0","72","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3009000",Brooklyn,E,"009000","90",BK34,Sunset Park East,"4012",1631111.7718400000594556331634521484375,5208.3534673000003749621100723743439,Brooklyn 90,"2872","660","98","33","1018","0","991","72",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3009200",Brooklyn,E,"009200","92",BK34,Sunset Park East,"4012",1218874.0368999999482184648513793945313,4679.9454109300004347460344433784485,Brooklyn 92,"5668","1478","226","0","2673","0","1201","90",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3018000",Brooklyn,E,"018000","180",BK27,Bath Beach,"4017",1896108.7832599999383091926574707031250,6100.9804974700000457232818007469177,Brooklyn 180,"3352","1752","50","0","1186","0","354","10",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"5","5031901",Staten Island,E,"031901","319.01",SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"3903",4126595.8725200002081692218780517578125,8255.0268945900006656302139163017273,Staten Island 319.01,"2725","815","1499","0","156","0","255","0",Richmond University Medical Center,"355 Bard Avenue, Staten Island, NY 10310",Mount Sinai,"448","538,240","1903",40.635674199999997,-74.108015699999996
"4","4042400",Queens,I,"042400","424",QN08,St. Albans,"4112",5544421.1852299999445676803588867187500,10747.3993136999997659586369991302490,Queens 424,"2515","14","2337","0","40","0","46","78",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"2","2036700",Bronx,E,"036700","367",BX17,East Tremont,"3705",1005438.1364199999952688813209533691406,4543.8193731499995919875800609588623,Bronx 367,"2440","352","715","3","79","0","1222","69",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"5","5009602",Staten Island,I,"009602","96.02",SI36,Old Town-Dongan Hills-South Beach,"3902",6649177.2857499998062849044799804687500,10199.5686590999994223238900303840637,Staten Island 96.02,"3262","2678","60","0","372","0","101","51",Staten Island University Hosp-North,"475 Seaview Avenue, Staten Island, NY 10305",Northwell,"472","567,517","1978",40.584712699999997,-74.088312700000003
"3","3051002",Brooklyn,E,"051002","510.02",BK42,Flatbush,"4015",1152098.9096399999689310789108276367188,4483.6098154600003908853977918624878,Brooklyn 510.02,"4608","733","2809","0","80","0","815","171",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3079400",Brooklyn,I,"079400","794",BK95,Erasmus,"4010",2391961.7022099997848272323608398437500,6265.7627333099999304977245628833771,Brooklyn 794,"1669","172","1363","0","0","0","123","11",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3049000",Brooklyn,E,"049000","490",BK41,Kensington-Ocean Parkway,"4014",2074872.1443900000303983688354492187500,6705.7198500000004059984348714351654,Brooklyn 490,"5373","3166","467","60","1163","0","197","320","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3049000",Brooklyn,E,"049000","490",BK41,Kensington-Ocean Parkway,"4014",2074872.1443900000303983688354492187500,6705.7198500000004059984348714351654,Brooklyn 490,"5373","3166","467","60","1163","0","197","320",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3049000",Brooklyn,E,"049000","490",BK41,Kensington-Ocean Parkway,"4014",2074872.1443900000303983688354492187500,6705.7198500000004059984348714351654,Brooklyn 490,"5373","3166","467","60","1163","0","197","320",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3049200",Brooklyn,E,"049200","492",BK41,Kensington-Ocean Parkway,"4014",1780102.3944800000172108411788940429688,8133.9730036399996606633067131042480,Brooklyn 492,"3038","1773","311","25","684","0","208","37","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3049200",Brooklyn,E,"049200","492",BK41,Kensington-Ocean Parkway,"4014",1780102.3944800000172108411788940429688,8133.9730036399996606633067131042480,Brooklyn 492,"3038","1773","311","25","684","0","208","37",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3049200",Brooklyn,E,"049200","492",BK41,Kensington-Ocean Parkway,"4014",1780102.3944800000172108411788940429688,8133.9730036399996606633067131042480,Brooklyn 492,"3038","1773","311","25","684","0","208","37",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3049200",Brooklyn,E,"049200","492",BK41,Kensington-Ocean Parkway,"4014",1780102.3944800000172108411788940429688,8133.9730036399996606633067131042480,Brooklyn 492,"3038","1773","311","25","684","0","208","37",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"4","4055700",Queens,E,"055700","557",QN20,Ridgewood,"4110",2577327.1505200001411139965057373046875,7938.4034047100003590458072721958160,Queens 557,"4400","3723","101","0","273","0","197","106",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3029500",Brooklyn,I,"029500","295",BK35,Stuyvesant Heights,"4003",1771508.2223499999381601810455322265625,5437.7996518899999500717967748641968,Brooklyn 295,"4266","767","2921","0","158","0","135","285",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3038300",Brooklyn,I,"038300","383",BK35,Stuyvesant Heights,"4003",1878496.8693599998950958251953125000000,5635.0469940499997392180375754833221,Brooklyn 383,"4592","482","3514","0","252","0","207","137",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"4","4094202",Queens,E,"094202","942.02",QN12,Hammels-Arverne-Edgemere,"4114",7609021.1655000001192092895507812500000,21766.2410105000017210841178894042969,Queens 942.02,"4590","1648","2012","0","421","0","356","153",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"3","3039200",Brooklyn,E,"039200","392",BK25,Homecrest,"4016",1875666.4762800000607967376708984375000,5599.3115595899998879758641123771667,Brooklyn 392,"3026","2582","35","0","282","0","127","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3058400",Brooklyn,I,"058400","584",BK25,Homecrest,"4016",2029005.3650499999057501554489135742188,5767.6917069800001627299934625625610,Brooklyn 584,"3415","2333","218","0","676","0","133","55",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"1","1008400",Manhattan,I,"008400","84",MN17,Midtown-Midtown South,"3807",1862741.7361399999354034662246704101563,5690.7018876800002544769085943698883,Manhattan 84,"1956","1025","58","0","771","0","5","97",Bellevue Hospital Center,"462 First Avenue, New York, NY 10016",Health+,"912","2,124,441","1910",40.739088799999998,-73.983771300000001
"1","1008400",Manhattan,I,"008400","84",MN17,Midtown-Midtown South,"3807",1862741.7361399999354034662246704101563,5690.7018876800002544769085943698883,Manhattan 84,"1956","1025","58","0","771","0","5","97",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"4","4061000",Queens,I,"061000","610",QN33,Cambria Heights,"4105",2619530.9909700001589953899383544921875,6537.7557041899999603629112243652344,Queens 610,"1475","5","1470","0","0","0","0","0",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4061000",Queens,I,"061000","610",QN33,Cambria Heights,"4105",2619530.9909700001589953899383544921875,6537.7557041899999603629112243652344,Queens 610,"1475","5","1470","0","0","0","0","0",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"4","4061200",Queens,I,"061200","612",QN33,Cambria Heights,"4105",2830128.0810199999250471591949462890625,7123.4128702400003021466545760631561,Queens 612,"1965","4","1932","0","0","0","24","5",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4061200",Queens,I,"061200","612",QN33,Cambria Heights,"4105",2830128.0810199999250471591949462890625,7123.4128702400003021466545760631561,Queens 612,"1965","4","1932","0","0","0","24","5",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"2","2033700",Bronx,I,"033700","337",BX22,North Riverdale-Fieldston-Riverdale,"3701",4663991.9664500001817941665649414062500,13097.2679805999996460741385817527771,Bronx 337,"2381","1620","212","6","201","0","211","131",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"2","2033700",Bronx,I,"033700","337",BX22,North Riverdale-Fieldston-Riverdale,"3701",4663991.9664500001817941665649414062500,13097.2679805999996460741385817527771,Bronx 337,"2381","1620","212","6","201","0","211","131",North Central Bronx Hospital,"3424 Kossuth Avenue & 210th Street, Bronx, NY 10467",Health+,"213","204,200","1972",40.880474900000003,-73.883319200000003
"4","4052100",Queens,I,"052100","521",QN30,Maspeth,"4110",2033478.6156699999701231718063354492188,7333.1098222600003282423131167888641,Queens 521,"2366","1911","44","0","141","0","129","141",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4052100",Queens,I,"052100","521",QN30,Maspeth,"4110",2033478.6156699999701231718063354492188,7333.1098222600003282423131167888641,Queens 521,"2366","1911","44","0","141","0","129","141",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4060701",Queens,I,"060701","607.01",QN21,Middle Village,"4110",7642774.6658300003036856651306152343750,19120.2739771999986260198056697845459,Queens 607.01,"36","36","0","0","0","0","0","0",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4060701",Queens,I,"060701","607.01",QN21,Middle Village,"4110",7642774.6658300003036856651306152343750,19120.2739771999986260198056697845459,Queens 607.01,"36","36","0","0","0","0","0","0",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3019900",Brooklyn,I,"019900","199",BK69,Clinton Hill,"4004",2037876.6034099999815225601196289062500,5989.6247709500003111315891146659851,Brooklyn 199,"3504","1976","996","0","154","0","195","183",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"2","2026900",Bronx,E,"026900","269",BX30,Kingsbridge Heights,"3706",4243317.3644300000742077827453613281250,12024.0481928999997762730345129966736,Bronx 269,"3364","432","660","41","149","0","1969","113",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"4","4044400",Queens,I,"044400","444",QN61,Jamaica,"4112",9708088.7745399996638298034667968750000,20651.4091641999984858557581901550293,Queens 444,"3505","365","517","0","743","0","1690","190",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4046800",Queens,E,"046800","468",QN61,Jamaica,"4112",2471077.9832299998961389064788818359375,6509.9890698700000939425081014633179,Queens 468,"3221","197","285","24","2211","0","236","268",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"2","2012901",Bronx,E,"012901","129.01",BX33,Longwood,"3710",1684031.1166000000666826963424682617188,7111.2359816500002125394530594348907,Bronx 129.01,"4147","526","1589","0","39","30","1875","88",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2015900",Bronx,E,"015900","159",BX27,Hunts Point,"3710",1112938.8022300000302493572235107421875,4432.9342175399997358908876776695251,Bronx 159,"1971","354","179","31","19","0","1351","37",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"3","3000200",Brooklyn,I,"000200","2",BK32,Sunset Park West,"4012",2952085.2155800000764429569244384765625,9075.2848711299993738066405057907104,Brooklyn 2,"1243","561","48","0","62","0","510","62",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3000200",Brooklyn,I,"000200","2",BK32,Sunset Park West,"4012",2952085.2155800000764429569244384765625,9075.2848711299993738066405057907104,Brooklyn 2,"1243","561","48","0","62","0","510","62",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3014000",Brooklyn,I,"014000","140",BK30,Dyker Heights,"4013",1579390.3708800000604242086410522460938,5656.6658026300001438357867300510406,Brooklyn 140,"1979","1422","67","0","341","0","78","71",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3014000",Brooklyn,I,"014000","140",BK30,Dyker Heights,"4013",1579390.3708800000604242086410522460938,5656.6658026300001438357867300510406,Brooklyn 140,"1979","1422","67","0","341","0","78","71",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"4","4093800",Queens,E,"093800","938",QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"4114",8701237.6452799998223781585693359375000,13397.5314791000000695930793881416321,Queens 938,"5024","3884","516","0","254","0","340","30",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"3","3031400",Brooklyn,E,"031400","314",BK26,Gravesend,"4018",8954916.0041000004857778549194335937500,23907.8683678999987023416906595230103,Brooklyn 314,"5138","3854","22","20","1126","0","116","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"4","4051700",Queens,E,"051700","517",QN30,Maspeth,"4110",2639981.8418499999679625034332275390625,9909.2800948799995239824056625366211,Queens 517,"1969","1653","1","0","49","0","202","64",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4051700",Queens,E,"051700","517",QN30,Maspeth,"4110",2639981.8418499999679625034332275390625,9909.2800948799995239824056625366211,Queens 517,"1969","1653","1","0","49","0","202","64",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3078800",Brooklyn,E,"078800","788",BK42,Flatbush,"4015",1698020.2812699999194592237472534179688,5907.5419324300000880612060427665710,Brooklyn 788,"3198","85","2780","23","62","0","113","135",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"3","3078800",Brooklyn,E,"078800","788",BK42,Flatbush,"4015",1698020.2812699999194592237472534179688,5907.5419324300000880612060427665710,Brooklyn 788,"3198","85","2780","23","62","0","113","135",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3020300",Brooklyn,I,"020300","203",BK64,Prospect Heights,"4006",1512110.9982400001026690006256103515625,5265.1685654399998384178616106510162,Brooklyn 203,"1825","813","583","7","233","0","129","60",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"4","4111300",Queens,I,"111300","1113",QN46,Bayside-Bayside Hills,"4104",7825364.1482800003141164779663085937500,13430.2691300999995291931554675102234,Queens 1113,"2530","1386","12","0","855","0","222","55",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4111300",Queens,I,"111300","1113",QN46,Bayside-Bayside Hills,"4104",7825364.1482800003141164779663085937500,13430.2691300999995291931554675102234,Queens 1113,"2530","1386","12","0","855","0","222","55",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"4","4112300",Queens,I,"112300","1123",QN46,Bayside-Bayside Hills,"4104",3005919.3396299998275935649871826171875,7802.5810815799995907582342624664307,Queens 1123,"1950","984","101","0","621","0","239","5",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4035800",Queens,I,"035800","358",QN66,Laurelton,"4105",5641713.7974800001829862594604492187500,9912.3266272399996523745357990264893,Queens 358,"4202","182","3884","0","23","0","33","80",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"4","4035800",Queens,I,"035800","358",QN66,Laurelton,"4105",5641713.7974800001829862594604492187500,9912.3266272399996523745357990264893,Queens 358,"4202","182","3884","0","23","0","33","80",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4064600",Queens,I,"064600","646",QN66,Laurelton,"4105",4377809.5769199999049305915832519531250,9231.1355954699993162648752331733704,Queens 646,"3242","31","3043","9","0","0","97","62",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"4","4064600",Queens,I,"064600","646",QN66,Laurelton,"4105",4377809.5769199999049305915832519531250,9231.1355954699993162648752331733704,Queens 646,"3242","31","3043","9","0","0","97","62",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4047900",Queens,E,"047900","479",QN50,Elmhurst-Maspeth,"4109",4181150.5770999998785555362701416015625,11161.8538705999999365303665399551392,Queens 479,"5270","912","80","0","3635","0","562","81",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"3","3077200",Brooklyn,I,"077200","772",BK42,Flatbush,"4015",4351946.2160599995404481887817382812500,10391.9645548999997117789462208747864,Brooklyn 772,"2896","1223","1299","32","21","0","285","36",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"3","3077000",Brooklyn,E,"077000","770",BK42,Flatbush,"4015",1760973.1388699999079108238220214843750,7131.1720115600001008715480566024780,Brooklyn 770,"3065","502","2056","0","250","0","141","116",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"3","3077000",Brooklyn,E,"077000","770",BK42,Flatbush,"4015",1760973.1388699999079108238220214843750,7131.1720115600001008715480566024780,Brooklyn 770,"3065","502","2056","0","250","0","141","116",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3020100",Brooklyn,I,"020100","201",BK69,Clinton Hill,"4004",1884866.8924899999983608722686767578125,6244.3805355000004055909812450408936,Brooklyn 201,"3808","2065","1205","0","186","0","82","270",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"4","4081800",Queens,E,"081800","818",QN55,South Ozone Park,"4113",4030424.9045699997805058956146240234375,9946.3265264099991327384486794471741,Queens 818,"4547","658","1001","9","913","0","1648","318",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4084602",Queens,I,"084602","846.02",QN55,South Ozone Park,"4113",8100613.7797400001436471939086914062500,19318.9212556999991647899150848388672,Queens 846.02,"962","149","261","0","262","0","187","103",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4080301",Queens,E,"080301","803.01",QN62,Queensboro Hill,"4103",3470954.8352000000886619091033935546875,10710.4064402999993035336956381797791,Queens 803.01,"3872","624","116","9","2411","0","613","99",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4080900",Queens,I,"080900","809",QN37,Kew Gardens Hills,"4106",10755472.7877999991178512573242187500000,16399.9075741999986348673701286315918,Queens 809,"7196","3603","581","0","2429","0","239","344",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4080900",Queens,I,"080900","809",QN37,Kew Gardens Hills,"4106",10755472.7877999991178512573242187500000,16399.9075741999986348673701286315918,Queens 809,"7196","3603","581","0","2429","0","239","344",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"1","1014200",Manhattan,I,"014200","142",MN40,Upper East Side-Carnegie Hill,"3805",1927688.3691499999258667230606079101563,5821.7049376699997083051130175590515,Manhattan 142,"4493","3977","5","0","384","0","5","122",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"3","3036100",Brooklyn,E,"036100","361",BK79,Ocean Hill,"4007",1524420.5566899999976158142089843750000,6064.6999359700002969475463032722473,Brooklyn 361,"2830","219","2183","0","21","0","371","36",Kingsbrook Jewish Medical Center,"585 Schenectady Avenue, Brooklyn, NY 11203",SUNY,"303","297,200","1975",40.659372599999998,-73.935438700000006
"3","3036100",Brooklyn,E,"036100","361",BK79,Ocean Hill,"4007",1524420.5566899999976158142089843750000,6064.6999359700002969475463032722473,Brooklyn 361,"2830","219","2183","0","21","0","371","36",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3031100",Brooklyn,E,"031100","311",BK61,Crown Heights North,"4006",1587578.9876300001051276922225952148438,5467.5233361600003263447433710098267,Brooklyn 311,"2998","225","2430","0","15","0","175","153",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
