"","Provider Name","DRG_num","Discharge_Year","Variable","YoY_Change","system"
"564","JACOBI MEDICAL CENTER","392",2017,"Non_Medicare_Payments",-3.1,"Health+"
"565","JACOBI MEDICAL CENTER","470",2015,"Discharges",-10,"Health+"
"566","JACOBI MEDICAL CENTER","470",2015,"Medicare_Payments",-3.2,"Health+"
"567","JACOBI MEDICAL CENTER","470",2015,"Total_Payments",-0.2,"Health+"
"568","JACOBI MEDICAL CENTER","470",2015,"Non_Medicare_Payments",27.9,"Health+"
"569","JACOBI MEDICAL CENTER","470",2016,"Discharges",-22.2,"Health+"
"570","JACOBI MEDICAL CENTER","470",2016,"Medicare_Payments",-0.5,"Health+"
"571","JACOBI MEDICAL CENTER","470",2016,"Total_Payments",-4.4,"Health+"
"572","JACOBI MEDICAL CENTER","470",2016,"Non_Medicare_Payments",-31.3,"Health+"
"573","JACOBI MEDICAL CENTER","470",2017,"Discharges",-14.3,"Health+"
"574","JACOBI MEDICAL CENTER","470",2017,"Medicare_Payments",0.1,"Health+"
"575","JACOBI MEDICAL CENTER","470",2017,"Total_Payments",1.1,"Health+"
"576","JACOBI MEDICAL CENTER","470",2017,"Non_Medicare_Payments",11.1,"Health+"
"577","JACOBI MEDICAL CENTER","871",2015,"Discharges",6.7,"Health+"
"578","JACOBI MEDICAL CENTER","871",2015,"Medicare_Payments",-12.4,"Health+"
"579","JACOBI MEDICAL CENTER","871",2015,"Total_Payments",-12.5,"Health+"
"580","JACOBI MEDICAL CENTER","871",2015,"Non_Medicare_Payments",-12.7,"Health+"
"581","JACOBI MEDICAL CENTER","871",2016,"Discharges",-7.9,"Health+"
"582","JACOBI MEDICAL CENTER","871",2016,"Medicare_Payments",7.1,"Health+"
"583","JACOBI MEDICAL CENTER","871",2016,"Total_Payments",5.4,"Health+"
"584","JACOBI MEDICAL CENTER","871",2016,"Non_Medicare_Payments",-4.7,"Health+"
"585","JACOBI MEDICAL CENTER","871",2017,"Discharges",-22.2,"Health+"
"586","JACOBI MEDICAL CENTER","871",2017,"Medicare_Payments",-10.7,"Health+"
"587","JACOBI MEDICAL CENTER","871",2017,"Total_Payments",-10.1,"Health+"
"588","JACOBI MEDICAL CENTER","871",2017,"Non_Medicare_Payments",-5.5,"Health+"
"589","JAMAICA HOSPITAL MEDICAL CENTER","291",2015,"Discharges",16.4,"Others"
"590","JAMAICA HOSPITAL MEDICAL CENTER","291",2015,"Medicare_Payments",-10.3,"Others"
"591","JAMAICA HOSPITAL MEDICAL CENTER","291",2015,"Total_Payments",-7.4,"Others"
"592","JAMAICA HOSPITAL MEDICAL CENTER","291",2015,"Non_Medicare_Payments",18.2,"Others"
"593","JAMAICA HOSPITAL MEDICAL CENTER","291",2016,"Discharges",18.3,"Others"
"594","JAMAICA HOSPITAL MEDICAL CENTER","291",2016,"Medicare_Payments",-3.1,"Others"
"595","JAMAICA HOSPITAL MEDICAL CENTER","291",2016,"Total_Payments",-4.2,"Others"
"596","JAMAICA HOSPITAL MEDICAL CENTER","291",2016,"Non_Medicare_Payments",-11.5,"Others"
"597","JAMAICA HOSPITAL MEDICAL CENTER","291",2017,"Discharges",56,"Others"
"598","JAMAICA HOSPITAL MEDICAL CENTER","291",2017,"Medicare_Payments",-0.5,"Others"
"599","JAMAICA HOSPITAL MEDICAL CENTER","291",2017,"Total_Payments",1.2,"Others"
"600","JAMAICA HOSPITAL MEDICAL CENTER","291",2017,"Non_Medicare_Payments",13.2,"Others"
"601","JAMAICA HOSPITAL MEDICAL CENTER","312",2015,"Discharges",0,"Others"
"602","JAMAICA HOSPITAL MEDICAL CENTER","312",2015,"Medicare_Payments",-13.2,"Others"
"603","JAMAICA HOSPITAL MEDICAL CENTER","312",2015,"Total_Payments",-8.3,"Others"
"604","JAMAICA HOSPITAL MEDICAL CENTER","312",2015,"Non_Medicare_Payments",18.5,"Others"
"605","JAMAICA HOSPITAL MEDICAL CENTER","312",2016,"Discharges",11.2,"Others"
"606","JAMAICA HOSPITAL MEDICAL CENTER","312",2016,"Medicare_Payments",3.6,"Others"
"607","JAMAICA HOSPITAL MEDICAL CENTER","312",2016,"Total_Payments",-0.9,"Others"
"608","JAMAICA HOSPITAL MEDICAL CENTER","312",2016,"Non_Medicare_Payments",-19,"Others"
"609","JAMAICA HOSPITAL MEDICAL CENTER","312",2017,"Discharges",-17.4,"Others"
"610","JAMAICA HOSPITAL MEDICAL CENTER","312",2017,"Medicare_Payments",-5.4,"Others"
"611","JAMAICA HOSPITAL MEDICAL CENTER","312",2017,"Total_Payments",1.1,"Others"
"612","JAMAICA HOSPITAL MEDICAL CENTER","312",2017,"Non_Medicare_Payments",34.3,"Others"
"613","JAMAICA HOSPITAL MEDICAL CENTER","392",2015,"Discharges",12.5,"Others"
"614","JAMAICA HOSPITAL MEDICAL CENTER","392",2015,"Medicare_Payments",-20.4,"Others"
"615","JAMAICA HOSPITAL MEDICAL CENTER","392",2015,"Total_Payments",-9.9,"Others"
"616","JAMAICA HOSPITAL MEDICAL CENTER","392",2015,"Non_Medicare_Payments",63.8,"Others"
"617","JAMAICA HOSPITAL MEDICAL CENTER","392",2016,"Discharges",-2.8,"Others"
"618","JAMAICA HOSPITAL MEDICAL CENTER","392",2016,"Medicare_Payments",3.8,"Others"
"619","JAMAICA HOSPITAL MEDICAL CENTER","392",2016,"Total_Payments",0.5,"Others"
"620","JAMAICA HOSPITAL MEDICAL CENTER","392",2016,"Non_Medicare_Payments",-10.8,"Others"
"621","JAMAICA HOSPITAL MEDICAL CENTER","392",2017,"Discharges",5.7,"Others"
"622","JAMAICA HOSPITAL MEDICAL CENTER","392",2017,"Medicare_Payments",-4.3,"Others"
"623","JAMAICA HOSPITAL MEDICAL CENTER","392",2017,"Total_Payments",-3.3,"Others"
"624","JAMAICA HOSPITAL MEDICAL CENTER","392",2017,"Non_Medicare_Payments",0.4,"Others"
"625","JAMAICA HOSPITAL MEDICAL CENTER","470",2015,"Discharges",26.7,"Others"
"626","JAMAICA HOSPITAL MEDICAL CENTER","470",2015,"Medicare_Payments",-11.2,"Others"
"627","JAMAICA HOSPITAL MEDICAL CENTER","470",2015,"Total_Payments",-6.1,"Others"
"628","JAMAICA HOSPITAL MEDICAL CENTER","470",2015,"Non_Medicare_Payments",48.4,"Others"
"629","JAMAICA HOSPITAL MEDICAL CENTER","470",2016,"Discharges",NA,"Others"
"630","JAMAICA HOSPITAL MEDICAL CENTER","470",2016,"Medicare_Payments",NA,"Others"
"631","JAMAICA HOSPITAL MEDICAL CENTER","470",2016,"Total_Payments",NA,"Others"
"632","JAMAICA HOSPITAL MEDICAL CENTER","470",2016,"Non_Medicare_Payments",NA,"Others"
"633","JAMAICA HOSPITAL MEDICAL CENTER","470",2017,"Discharges",NA,"Others"
"634","JAMAICA HOSPITAL MEDICAL CENTER","470",2017,"Medicare_Payments",NA,"Others"
"635","JAMAICA HOSPITAL MEDICAL CENTER","470",2017,"Total_Payments",NA,"Others"
"636","JAMAICA HOSPITAL MEDICAL CENTER","470",2017,"Non_Medicare_Payments",NA,"Others"
"637","JAMAICA HOSPITAL MEDICAL CENTER","871",2015,"Discharges",-12.1,"Others"
"638","JAMAICA HOSPITAL MEDICAL CENTER","871",2015,"Medicare_Payments",-6.5,"Others"
"639","JAMAICA HOSPITAL MEDICAL CENTER","871",2015,"Total_Payments",-4.1,"Others"
"640","JAMAICA HOSPITAL MEDICAL CENTER","871",2015,"Non_Medicare_Payments",15.2,"Others"
"641","JAMAICA HOSPITAL MEDICAL CENTER","871",2016,"Discharges",-1.4,"Others"
"642","JAMAICA HOSPITAL MEDICAL CENTER","871",2016,"Medicare_Payments",-4.8,"Others"
"643","JAMAICA HOSPITAL MEDICAL CENTER","871",2016,"Total_Payments",-3.6,"Others"
"644","JAMAICA HOSPITAL MEDICAL CENTER","871",2016,"Non_Medicare_Payments",4.4,"Others"
"645","JAMAICA HOSPITAL MEDICAL CENTER","871",2017,"Discharges",-1.4,"Others"
"646","JAMAICA HOSPITAL MEDICAL CENTER","871",2017,"Medicare_Payments",3.6,"Others"
"647","JAMAICA HOSPITAL MEDICAL CENTER","871",2017,"Total_Payments",-0.8,"Others"
"648","JAMAICA HOSPITAL MEDICAL CENTER","871",2017,"Non_Medicare_Payments",-27,"Others"
"649","KINGS COUNTY HOSPITAL CENTER","291",2015,"Discharges",-19.4,"Health+"
"650","KINGS COUNTY HOSPITAL CENTER","291",2015,"Medicare_Payments",-14.1,"Health+"
"651","KINGS COUNTY HOSPITAL CENTER","291",2015,"Total_Payments",-13.9,"Health+"
"652","KINGS COUNTY HOSPITAL CENTER","291",2015,"Non_Medicare_Payments",-12.6,"Health+"
"653","KINGS COUNTY HOSPITAL CENTER","291",2016,"Discharges",3.4,"Health+"
"654","KINGS COUNTY HOSPITAL CENTER","291",2016,"Medicare_Payments",-5.3,"Health+"
"655","KINGS COUNTY HOSPITAL CENTER","291",2016,"Total_Payments",-4.3,"Health+"
"656","KINGS COUNTY HOSPITAL CENTER","291",2016,"Non_Medicare_Payments",7.6,"Health+"
"657","KINGS COUNTY HOSPITAL CENTER","291",2017,"Discharges",-13.3,"Health+"
"658","KINGS COUNTY HOSPITAL CENTER","291",2017,"Medicare_Payments",5.9,"Health+"
"659","KINGS COUNTY HOSPITAL CENTER","291",2017,"Total_Payments",8,"Health+"
"660","KINGS COUNTY HOSPITAL CENTER","291",2017,"Non_Medicare_Payments",30.4,"Health+"
"661","KINGS COUNTY HOSPITAL CENTER","312",2015,"Discharges",-28.4,"Health+"
"662","KINGS COUNTY HOSPITAL CENTER","312",2015,"Medicare_Payments",-5.6,"Health+"
"663","KINGS COUNTY HOSPITAL CENTER","312",2015,"Total_Payments",-3.5,"Health+"
"664","KINGS COUNTY HOSPITAL CENTER","312",2015,"Non_Medicare_Payments",15.6,"Health+"
"665","KINGS COUNTY HOSPITAL CENTER","312",2016,"Discharges",-14.6,"Health+"
"666","KINGS COUNTY HOSPITAL CENTER","312",2016,"Medicare_Payments",-6,"Health+"
"667","KINGS COUNTY HOSPITAL CENTER","312",2016,"Total_Payments",-6.5,"Health+"
"668","KINGS COUNTY HOSPITAL CENTER","312",2016,"Non_Medicare_Payments",-10.2,"Health+"
"669","KINGS COUNTY HOSPITAL CENTER","312",2017,"Discharges",-29.3,"Health+"
"670","KINGS COUNTY HOSPITAL CENTER","312",2017,"Medicare_Payments",-6.6,"Health+"
"671","KINGS COUNTY HOSPITAL CENTER","312",2017,"Total_Payments",-2.8,"Health+"
"672","KINGS COUNTY HOSPITAL CENTER","312",2017,"Non_Medicare_Payments",27.5,"Health+"
"673","KINGS COUNTY HOSPITAL CENTER","392",2015,"Discharges",-41.7,"Health+"
"674","KINGS COUNTY HOSPITAL CENTER","392",2015,"Medicare_Payments",-11.1,"Health+"
"675","KINGS COUNTY HOSPITAL CENTER","392",2015,"Total_Payments",-10.9,"Health+"
"676","KINGS COUNTY HOSPITAL CENTER","392",2015,"Non_Medicare_Payments",-9.3,"Health+"
"677","KINGS COUNTY HOSPITAL CENTER","392",2016,"Discharges",-17.1,"Health+"
"678","KINGS COUNTY HOSPITAL CENTER","392",2016,"Medicare_Payments",-4.3,"Health+"
"679","KINGS COUNTY HOSPITAL CENTER","392",2016,"Total_Payments",-0.1,"Health+"
"680","KINGS COUNTY HOSPITAL CENTER","392",2016,"Non_Medicare_Payments",38.6,"Health+"
"681","KINGS COUNTY HOSPITAL CENTER","392",2017,"Discharges",17.2,"Health+"
"682","KINGS COUNTY HOSPITAL CENTER","392",2017,"Medicare_Payments",-8,"Health+"
"683","KINGS COUNTY HOSPITAL CENTER","392",2017,"Total_Payments",-7.6,"Health+"
"684","KINGS COUNTY HOSPITAL CENTER","392",2017,"Non_Medicare_Payments",-5.1,"Health+"
"685","KINGS COUNTY HOSPITAL CENTER","470",2015,"Discharges",NA,"Health+"
"686","KINGS COUNTY HOSPITAL CENTER","470",2015,"Medicare_Payments",NA,"Health+"
"687","KINGS COUNTY HOSPITAL CENTER","470",2015,"Total_Payments",NA,"Health+"
"688","KINGS COUNTY HOSPITAL CENTER","470",2015,"Non_Medicare_Payments",NA,"Health+"
"689","KINGS COUNTY HOSPITAL CENTER","470",2016,"Discharges",-21.4,"Health+"
"690","KINGS COUNTY HOSPITAL CENTER","470",2016,"Medicare_Payments",-19.8,"Health+"
"691","KINGS COUNTY HOSPITAL CENTER","470",2016,"Total_Payments",-11.4,"Health+"
"692","KINGS COUNTY HOSPITAL CENTER","470",2016,"Non_Medicare_Payments",94.8,"Health+"
"693","KINGS COUNTY HOSPITAL CENTER","470",2017,"Discharges",9.1,"Health+"
"694","KINGS COUNTY HOSPITAL CENTER","470",2017,"Medicare_Payments",17.7,"Health+"
"695","KINGS COUNTY HOSPITAL CENTER","470",2017,"Total_Payments",8.9,"Health+"
"696","KINGS COUNTY HOSPITAL CENTER","470",2017,"Non_Medicare_Payments",-37.6,"Health+"
"697","KINGS COUNTY HOSPITAL CENTER","871",2015,"Discharges",-25,"Health+"
"698","KINGS COUNTY HOSPITAL CENTER","871",2015,"Medicare_Payments",-7,"Health+"
"699","KINGS COUNTY HOSPITAL CENTER","871",2015,"Total_Payments",-7.2,"Health+"
"700","KINGS COUNTY HOSPITAL CENTER","871",2015,"Non_Medicare_Payments",-9,"Health+"
"701","KINGS COUNTY HOSPITAL CENTER","871",2016,"Discharges",19.2,"Health+"
"702","KINGS COUNTY HOSPITAL CENTER","871",2016,"Medicare_Payments",-3.3,"Health+"
"703","KINGS COUNTY HOSPITAL CENTER","871",2016,"Total_Payments",-0.3,"Health+"
"704","KINGS COUNTY HOSPITAL CENTER","871",2016,"Non_Medicare_Payments",30.6,"Health+"
"705","KINGS COUNTY HOSPITAL CENTER","871",2017,"Discharges",-28,"Health+"
"706","KINGS COUNTY HOSPITAL CENTER","871",2017,"Medicare_Payments",-5.5,"Health+"
"707","KINGS COUNTY HOSPITAL CENTER","871",2017,"Total_Payments",-3.8,"Health+"
"708","KINGS COUNTY HOSPITAL CENTER","871",2017,"Non_Medicare_Payments",8.8,"Health+"
"709","KINGSBROOK JEWISH MEDICAL CENTER","291",2015,"Discharges",7.3,"SUNY"
"710","KINGSBROOK JEWISH MEDICAL CENTER","291",2015,"Medicare_Payments",-9.4,"SUNY"
"711","KINGSBROOK JEWISH MEDICAL CENTER","291",2015,"Total_Payments",-3.7,"SUNY"
"712","KINGSBROOK JEWISH MEDICAL CENTER","291",2015,"Non_Medicare_Payments",44.5,"SUNY"
"713","KINGSBROOK JEWISH MEDICAL CENTER","291",2016,"Discharges",57.6,"SUNY"
"714","KINGSBROOK JEWISH MEDICAL CENTER","291",2016,"Medicare_Payments",8.5,"SUNY"
"715","KINGSBROOK JEWISH MEDICAL CENTER","291",2016,"Total_Payments",5.5,"SUNY"
"716","KINGSBROOK JEWISH MEDICAL CENTER","291",2016,"Non_Medicare_Payments",-10.2,"SUNY"
"717","KINGSBROOK JEWISH MEDICAL CENTER","291",2017,"Discharges",18.3,"SUNY"
"718","KINGSBROOK JEWISH MEDICAL CENTER","291",2017,"Medicare_Payments",-5.2,"SUNY"
"719","KINGSBROOK JEWISH MEDICAL CENTER","291",2017,"Total_Payments",-5.2,"SUNY"
"720","KINGSBROOK JEWISH MEDICAL CENTER","291",2017,"Non_Medicare_Payments",-5,"SUNY"
"721","KINGSBROOK JEWISH MEDICAL CENTER","312",2015,"Discharges",-59.1,"SUNY"
"722","KINGSBROOK JEWISH MEDICAL CENTER","312",2015,"Medicare_Payments",-3.9,"SUNY"
"723","KINGSBROOK JEWISH MEDICAL CENTER","312",2015,"Total_Payments",-0.3,"SUNY"
"724","KINGSBROOK JEWISH MEDICAL CENTER","312",2015,"Non_Medicare_Payments",20.3,"SUNY"
"725","KINGSBROOK JEWISH MEDICAL CENTER","312",2016,"Discharges",25.9,"SUNY"
"726","KINGSBROOK JEWISH MEDICAL CENTER","312",2016,"Medicare_Payments",1.2,"SUNY"
"727","KINGSBROOK JEWISH MEDICAL CENTER","312",2016,"Total_Payments",2.5,"SUNY"
"728","KINGSBROOK JEWISH MEDICAL CENTER","312",2016,"Non_Medicare_Payments",8.5,"SUNY"
"729","KINGSBROOK JEWISH MEDICAL CENTER","312",2017,"Discharges",50,"SUNY"
"730","KINGSBROOK JEWISH MEDICAL CENTER","312",2017,"Medicare_Payments",0.5,"SUNY"
"731","KINGSBROOK JEWISH MEDICAL CENTER","312",2017,"Total_Payments",-2.3,"SUNY"
"732","KINGSBROOK JEWISH MEDICAL CENTER","312",2017,"Non_Medicare_Payments",-14,"SUNY"
"733","KINGSBROOK JEWISH MEDICAL CENTER","392",2015,"Discharges",-34.4,"SUNY"
"734","KINGSBROOK JEWISH MEDICAL CENTER","392",2015,"Medicare_Payments",-5.7,"SUNY"
"735","KINGSBROOK JEWISH MEDICAL CENTER","392",2015,"Total_Payments",0.3,"SUNY"
"736","KINGSBROOK JEWISH MEDICAL CENTER","392",2015,"Non_Medicare_Payments",30.7,"SUNY"
"737","KINGSBROOK JEWISH MEDICAL CENTER","392",2016,"Discharges",-5,"SUNY"
"738","KINGSBROOK JEWISH MEDICAL CENTER","392",2016,"Medicare_Payments",-0.3,"SUNY"
"739","KINGSBROOK JEWISH MEDICAL CENTER","392",2016,"Total_Payments",-0.4,"SUNY"
"740","KINGSBROOK JEWISH MEDICAL CENTER","392",2016,"Non_Medicare_Payments",-0.6,"SUNY"
"741","KINGSBROOK JEWISH MEDICAL CENTER","392",2017,"Discharges",7.9,"SUNY"
"742","KINGSBROOK JEWISH MEDICAL CENTER","392",2017,"Medicare_Payments",-4.8,"SUNY"
"743","KINGSBROOK JEWISH MEDICAL CENTER","392",2017,"Total_Payments",-4.9,"SUNY"
"744","KINGSBROOK JEWISH MEDICAL CENTER","392",2017,"Non_Medicare_Payments",-5.4,"SUNY"
"745","KINGSBROOK JEWISH MEDICAL CENTER","470",2015,"Discharges",NA,"SUNY"
"746","KINGSBROOK JEWISH MEDICAL CENTER","470",2015,"Medicare_Payments",NA,"SUNY"
"747","KINGSBROOK JEWISH MEDICAL CENTER","470",2015,"Total_Payments",NA,"SUNY"
"748","KINGSBROOK JEWISH MEDICAL CENTER","470",2015,"Non_Medicare_Payments",NA,"SUNY"
"749","KINGSBROOK JEWISH MEDICAL CENTER","470",2016,"Discharges",NA,"SUNY"
"750","KINGSBROOK JEWISH MEDICAL CENTER","470",2016,"Medicare_Payments",NA,"SUNY"
"751","KINGSBROOK JEWISH MEDICAL CENTER","470",2016,"Total_Payments",NA,"SUNY"
"752","KINGSBROOK JEWISH MEDICAL CENTER","470",2016,"Non_Medicare_Payments",NA,"SUNY"
"753","KINGSBROOK JEWISH MEDICAL CENTER","470",2017,"Discharges",-15.4,"SUNY"
"754","KINGSBROOK JEWISH MEDICAL CENTER","470",2017,"Medicare_Payments",1.5,"SUNY"
"755","KINGSBROOK JEWISH MEDICAL CENTER","470",2017,"Total_Payments",1.8,"SUNY"
"756","KINGSBROOK JEWISH MEDICAL CENTER","470",2017,"Non_Medicare_Payments",4.3,"SUNY"
"757","KINGSBROOK JEWISH MEDICAL CENTER","871",2015,"Discharges",-16.1,"SUNY"
"758","KINGSBROOK JEWISH MEDICAL CENTER","871",2015,"Medicare_Payments",-9.9,"SUNY"
"759","KINGSBROOK JEWISH MEDICAL CENTER","871",2015,"Total_Payments",-4.7,"SUNY"
"760","KINGSBROOK JEWISH MEDICAL CENTER","871",2015,"Non_Medicare_Payments",47.2,"SUNY"
"761","KINGSBROOK JEWISH MEDICAL CENTER","871",2016,"Discharges",11.1,"SUNY"
"762","KINGSBROOK JEWISH MEDICAL CENTER","871",2016,"Medicare_Payments",2.6,"SUNY"
"763","KINGSBROOK JEWISH MEDICAL CENTER","871",2016,"Total_Payments",1.4,"SUNY"
"764","KINGSBROOK JEWISH MEDICAL CENTER","871",2016,"Non_Medicare_Payments",-6.3,"SUNY"
"765","KINGSBROOK JEWISH MEDICAL CENTER","871",2017,"Discharges",15.5,"SUNY"
"766","KINGSBROOK JEWISH MEDICAL CENTER","871",2017,"Medicare_Payments",2.4,"SUNY"
"767","KINGSBROOK JEWISH MEDICAL CENTER","871",2017,"Total_Payments",1.6,"SUNY"
"768","KINGSBROOK JEWISH MEDICAL CENTER","871",2017,"Non_Medicare_Payments",-3.5,"SUNY"
"769","LENOX HILL HOSPITAL","291",2015,"Discharges",-1.3,"Northwell"
"770","LENOX HILL HOSPITAL","291",2015,"Medicare_Payments",-0.7,"Northwell"
"771","LENOX HILL HOSPITAL","291",2015,"Total_Payments",-6.1,"Northwell"
"772","LENOX HILL HOSPITAL","291",2015,"Non_Medicare_Payments",-30.5,"Northwell"
"773","LENOX HILL HOSPITAL","291",2016,"Discharges",3.8,"Northwell"
"774","LENOX HILL HOSPITAL","291",2016,"Medicare_Payments",-5,"Northwell"
"775","LENOX HILL HOSPITAL","291",2016,"Total_Payments",-3,"Northwell"
"776","LENOX HILL HOSPITAL","291",2016,"Non_Medicare_Payments",10.1,"Northwell"
"777","LENOX HILL HOSPITAL","291",2017,"Discharges",133.3,"Northwell"
"778","LENOX HILL HOSPITAL","291",2017,"Medicare_Payments",3.2,"Northwell"
"779","LENOX HILL HOSPITAL","291",2017,"Total_Payments",1.2,"Northwell"
"780","LENOX HILL HOSPITAL","291",2017,"Non_Medicare_Payments",-10,"Northwell"
"781","LENOX HILL HOSPITAL","312",2015,"Discharges",-39.3,"Northwell"
"782","LENOX HILL HOSPITAL","312",2015,"Medicare_Payments",-3.5,"Northwell"
"783","LENOX HILL HOSPITAL","312",2015,"Total_Payments",3.7,"Northwell"
"784","LENOX HILL HOSPITAL","312",2015,"Non_Medicare_Payments",25.4,"Northwell"
"785","LENOX HILL HOSPITAL","312",2016,"Discharges",-26.8,"Northwell"
"786","LENOX HILL HOSPITAL","312",2016,"Medicare_Payments",3.6,"Northwell"
"787","LENOX HILL HOSPITAL","312",2016,"Total_Payments",10.4,"Northwell"
"788","LENOX HILL HOSPITAL","312",2016,"Non_Medicare_Payments",26.1,"Northwell"
"789","LENOX HILL HOSPITAL","312",2017,"Discharges",-5.8,"Northwell"
"790","LENOX HILL HOSPITAL","312",2017,"Medicare_Payments",11.3,"Northwell"
"791","LENOX HILL HOSPITAL","312",2017,"Total_Payments",-5.8,"Northwell"
"792","LENOX HILL HOSPITAL","312",2017,"Non_Medicare_Payments",-38.1,"Northwell"
"793","LENOX HILL HOSPITAL","392",2015,"Discharges",-34.3,"Northwell"
"794","LENOX HILL HOSPITAL","392",2015,"Medicare_Payments",-2,"Northwell"
"795","LENOX HILL HOSPITAL","392",2015,"Total_Payments",6.8,"Northwell"
"796","LENOX HILL HOSPITAL","392",2015,"Non_Medicare_Payments",41.1,"Northwell"
"797","LENOX HILL HOSPITAL","392",2016,"Discharges",-31.9,"Northwell"
"798","LENOX HILL HOSPITAL","392",2016,"Medicare_Payments",-4,"Northwell"
"799","LENOX HILL HOSPITAL","392",2016,"Total_Payments",-2.1,"Northwell"
"800","LENOX HILL HOSPITAL","392",2016,"Non_Medicare_Payments",2.8,"Northwell"
"801","LENOX HILL HOSPITAL","392",2017,"Discharges",-14.8,"Northwell"
"802","LENOX HILL HOSPITAL","392",2017,"Medicare_Payments",3.4,"Northwell"
"803","LENOX HILL HOSPITAL","392",2017,"Total_Payments",-4.8,"Northwell"
"804","LENOX HILL HOSPITAL","392",2017,"Non_Medicare_Payments",-25.4,"Northwell"
"805","LENOX HILL HOSPITAL","470",2015,"Discharges",4.3,"Northwell"
"806","LENOX HILL HOSPITAL","470",2015,"Medicare_Payments",-1.1,"Northwell"
"807","LENOX HILL HOSPITAL","470",2015,"Total_Payments",-2.7,"Northwell"
"808","LENOX HILL HOSPITAL","470",2015,"Non_Medicare_Payments",-8.1,"Northwell"
"809","LENOX HILL HOSPITAL","470",2016,"Discharges",10.5,"Northwell"
"810","LENOX HILL HOSPITAL","470",2016,"Medicare_Payments",4.9,"Northwell"
"811","LENOX HILL HOSPITAL","470",2016,"Total_Payments",-0.8,"Northwell"
"812","LENOX HILL HOSPITAL","470",2016,"Non_Medicare_Payments",-21.4,"Northwell"
"813","LENOX HILL HOSPITAL","470",2017,"Discharges",-22.7,"Northwell"
"814","LENOX HILL HOSPITAL","470",2017,"Medicare_Payments",-1.3,"Northwell"
"815","LENOX HILL HOSPITAL","470",2017,"Total_Payments",0,"Northwell"
"816","LENOX HILL HOSPITAL","470",2017,"Non_Medicare_Payments",6.4,"Northwell"
"817","LENOX HILL HOSPITAL","871",2015,"Discharges",47.8,"Northwell"
"818","LENOX HILL HOSPITAL","871",2015,"Medicare_Payments",-14.5,"Northwell"
"819","LENOX HILL HOSPITAL","871",2015,"Total_Payments",-14.4,"Northwell"
"820","LENOX HILL HOSPITAL","871",2015,"Non_Medicare_Payments",-13.4,"Northwell"
"821","LENOX HILL HOSPITAL","871",2016,"Discharges",1.3,"Northwell"
"822","LENOX HILL HOSPITAL","871",2016,"Medicare_Payments",6,"Northwell"
"823","LENOX HILL HOSPITAL","871",2016,"Total_Payments",5.6,"Northwell"
"824","LENOX HILL HOSPITAL","871",2016,"Non_Medicare_Payments",3.3,"Northwell"
"825","LENOX HILL HOSPITAL","871",2017,"Discharges",32.6,"Northwell"
"826","LENOX HILL HOSPITAL","871",2017,"Medicare_Payments",1.1,"Northwell"
"827","LENOX HILL HOSPITAL","871",2017,"Total_Payments",-0.5,"Northwell"
"828","LENOX HILL HOSPITAL","871",2017,"Non_Medicare_Payments",-10,"Northwell"
"829","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2015,"Discharges",-43.3,"Health+"
"830","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2015,"Medicare_Payments",-14.8,"Health+"
"831","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2015,"Total_Payments",-14.4,"Health+"
"832","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2015,"Non_Medicare_Payments",-8,"Health+"
"833","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2016,"Discharges",29.4,"Health+"
"834","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2016,"Medicare_Payments",4.1,"Health+"
"835","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2016,"Total_Payments",4.3,"Health+"
"836","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2016,"Non_Medicare_Payments",6.8,"Health+"
"837","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2017,"Discharges",95.5,"Health+"
"838","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2017,"Medicare_Payments",-6.2,"Health+"
"839","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2017,"Total_Payments",-6.6,"Health+"
"840","LINCOLN MEDICAL & MENTAL HEALTH CENTER","291",2017,"Non_Medicare_Payments",-14.1,"Health+"
"841","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2015,"Discharges",-18.4,"Health+"
"842","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2015,"Medicare_Payments",-4.8,"Health+"
"843","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2015,"Total_Payments",-5.8,"Health+"
"844","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2015,"Non_Medicare_Payments",-17.4,"Health+"
"845","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2016,"Discharges",-25,"Health+"
"846","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2016,"Medicare_Payments",-3.4,"Health+"
"847","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2016,"Total_Payments",-0.6,"Health+"
"848","LINCOLN MEDICAL & MENTAL HEALTH CENTER","312",2016,"Non_Medicare_Payments",38.1,"Health+"
