apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness_description,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,18 to 29,1,14,8961.22,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,6,8487.07,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,13,4.846153846153846,11141.686153846154,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,13,5.230769230769231,9823.51,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,0 to 17,3,10.333333333333334,21852.206666666665,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,1,9,16436.89,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,11,17.181818181818183,12779.289090909091,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,2,15036.25,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,0 to 17,1,14,8022.95,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,5,9026.33,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,4,8,13304.1975,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,12,7.333333333333333,11580.61,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,2,10,7788.66,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,1,5,10731.22,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,3,15575.75,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,4,3.5,10517.86,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,6,3,12169.646666666667,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,2,15,9270.56,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Self-Pay,Extreme,50 to 69,1,2,19151.73,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,3,11234.39,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,4,9333.93,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,21,17012.785000000003,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Extreme,70 or Older,2,14.5,12728.115,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,2,11,12157.8,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,11,10984.27,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,0 to 17,1,30,11539.91,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,18 to 29,1,7,11089.55,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,2,1,41199.13,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,3,9,14185.566666666668,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,70 or Older,3,15.666666666666666,10666.223333333333,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,0 to 17,2,6,15677.23,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,4,15,10011.0975,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,4,9524.89,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,18 to 29,2,1.5,11395.83,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,1,16070.2,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,4,5,11985.6425,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,3,3.3333333333333335,11094.25,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Extreme,30 to 49,3,12.666666666666666,14726.55,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,21,10.904761904761905,16130.34619047619,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,57,10.350877192982455,13657.136666666667,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,18 to 29,1,4,12844.83,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,30 to 49,7,8.285714285714286,13104.615714285716,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,24,7.916666666666667,12530.769166666667,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,58,8.879310344827585,10948.85724137931,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Minor,50 to 69,2,3,10079.445,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,18 to 29,1,5,15911.27,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,30 to 49,4,3.5,11422.175,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,9,5.111111111111111,10505.345555555556,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,25,4.44,12341.4084,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,3,24,17250.163333333334,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,5,8.6,8507.905999999999,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,6,21200.88,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,2,3,10908.95,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,5,7.6,10335.636,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,2,2,10756.625,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,2,11393.92,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,2,4.5,11026.595,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,0 to 17,3,5.333333333333333,10090.156666666666,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,3,9499.89,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,2,4.5,14871.369999999999,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,2,7,14100.755000000001,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,2,6.5,10384.925,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,11,10817.535,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,1,4,8848,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,0 to 17,1,2,9917.41,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,3,3.3333333333333335,14930.03,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Extreme,30 to 49,3,10.666666666666666,14240.95,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,14,10.357142857142858,12968.499285714286,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,34,12.882352941176471,12699.611176470587,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Major,30 to 49,2,6.5,13899.720000000001,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,5,13.6,10489.082,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,37,7.081081081081081,10849.515675675675,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,2,4.5,11100.545,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Moderate,30 to 49,2,1.5,21817.864999999998,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,7,3.857142857142857,14146.051428571429,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,13,6.538461538461538,9803.696923076923,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Extreme,50 to 69,1,3,12665.82,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Extreme,70 or Older,2,14.5,8878.119999999999,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,0 to 17,2,5,8480.515,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,6,6.833333333333333,11445.678333333333,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,70 or Older,2,7,10078.33,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,0 to 17,1,7,8075.57,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,2,4.5,9907.5,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,70 or Older,2,5,9639.130000000001,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Self-Pay,Moderate,18 to 29,1,2,10615.42,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,3,12314.15,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,18 to 29,1,7,11933.62,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,53,13587.84,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,18,8270.06,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,70 or Older,6,9.333333333333334,15798.108333333334,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,0 to 17,1,3,13328.12,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,18 to 29,1,5,11699.94,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,2,13,12314.015,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,12.5,13791.59,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,3,16,9757.880000000001,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,6.5,11322.775000000001,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,18,9.222222222222221,14854.552777777777,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,48,11.791666666666666,14094.218333333332,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Major,30 to 49,2,15,10102.71,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Major,50 to 69,21,9.285714285714286,11949.861428571428,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Major,70 or Older,63,7.349206349206349,11199.539047619048,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Minor,70 or Older,1,2,10723.04,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,3,17757.23,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,4,4.25,10716.805,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,16,6.3125,11697.28375,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Extreme,0 to 17,1,2,17810.97,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,1,35,17629.72,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,2,6.5,10955.58,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,2,11.5,10779.575,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,3,4,7701.653333333334,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,2,5,8608.724999999999,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Not Span/Hispanic,Self-Pay,Major,18 to 29,1,4,11552.24,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,7,14856.005,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,7,14.714285714285714,11890.644285714285,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,7,10286.05,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Medicare,Major,70 or Older,9,8.777777777777779,11523.273333333333,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,2,3.5,15138.494999999999,Montefiore,1.721,816
720,Montefiore Medical Center - Henry & Lucy Moses Div,White,Spanish/Hispanic,Private Health Insurance,Minor,50 to 69,1,4,14954.4,Montefiore,1.721,816
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,13,7476.8,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,6,9749.91,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,8,14,13493.3875,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,18,10.777777777777779,12231.531111111111,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,1,10,8362.85,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,6,7.333333333333333,9281.32,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,9,7.555555555555555,9517.382222222222,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Minor,30 to 49,1,1,5874.25,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Moderate,18 to 29,1,2,11281.77,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,5,10074.4,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,10,6783.46,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,1,8,10622.03,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,2,13.5,13344.74,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,3,6.333333333333333,8426.123333333333,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,2,3,9558.865,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,1,3,9544.98,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,70 or Older,1,13,336.21,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,3,12199.52,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,8,8662.16,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,5.5,11347.43,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,2,2.5,9541.305,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Extreme,30 to 49,2,4.5,12724.119999999999,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Extreme,50 to 69,14,10.857142857142858,10766.345,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Extreme,70 or Older,50,11.66,9792.9788,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Major,30 to 49,4,11.25,9925.39,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,26,6.038461538461538,9729.050384615384,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,50,7,9640.414,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Minor,50 to 69,1,7,7257.27,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Minor,70 or Older,1,20,8401.72,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Moderate,30 to 49,4,3,10645.807499999999,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Moderate,50 to 69,7,2.857142857142857,14676.105714285715,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Medicare,Moderate,70 or Older,18,4.388888888888889,9258.733333333334,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Private Health Insurance,Extreme,50 to 69,1,6,9110.02,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,3,6,10033.393333333333,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Private Health Insurance,Minor,70 or Older,2,5,196.505,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Private Health Insurance,Moderate,18 to 29,2,3,9919.84,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,1,3,8759.08,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Self-Pay,Extreme,30 to 49,1,3,34006.88,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Self-Pay,Minor,30 to 49,1,3,8286.48,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Black/African American,Spanish/Hispanic,Self-Pay,Moderate,18 to 29,1,4,8259.61,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,3,5.666666666666667,9202.4,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,18 to 29,1,2,13853.3,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,3,3.6666666666666665,13344.186666666666,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,7,10528.02,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,6,9551.41,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,6,9338.03,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,3,9967.82,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,1,3,8826.87,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,2,26135.4,Mount Sinai,0.821,696
720,Mount Sinai Beth Israel,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,17,10.647058823529411,14099.124705882354,Mount Sinai,0.821,696
