apr_drg_code,facility_name,payment_typology_1,apr_severity_of_illness,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Staten Island University Hosp-North,Medicare,Moderate,181,4.850828729,7468.618895,Northwell,14.9,472
720,Staten Island University Hosp-North,Private Health Insurance,Extreme,17,11.64705882,9923.455882,Northwell,14.9,472
720,Staten Island University Hosp-North,Private Health Insurance,Major,32,6.65625,8124.01625,Northwell,14.9,472
720,Staten Island University Hosp-North,Private Health Insurance,Minor,14,2.571428571,7908.509286,Northwell,14.9,472
720,Staten Island University Hosp-North,Private Health Insurance,Moderate,47,3.638297872,8340.265319,Northwell,14.9,472
720,Staten Island University Hosp-North,Self-Pay,Major,2,3.5,8555.165,Northwell,14.9,472
720,Staten Island University Hosp-North,Self-Pay,Minor,2,3.5,6751.045,Northwell,14.9,472
720,Staten Island University Hosp-North,Self-Pay,Moderate,4,2.5,6756.165,Northwell,14.9,472
720,Staten Island University Hosp-South,Blue Cross/Blue Shield,Extreme,6,21.5,7541.315,Northwell,24.36,194
720,Staten Island University Hosp-South,Blue Cross/Blue Shield,Major,16,6.75,8393.16375,Northwell,24.36,194
720,Staten Island University Hosp-South,Blue Cross/Blue Shield,Minor,4,3,6300.7175,Northwell,24.36,194
720,Staten Island University Hosp-South,Blue Cross/Blue Shield,Moderate,25,3.36,7847.0368,Northwell,24.36,194
720,Staten Island University Hosp-South,Medicare,Extreme,83,11,9968.638554,Northwell,24.36,194
720,Staten Island University Hosp-South,Medicare,Major,178,6.752808989,7763.772584,Northwell,24.36,194
720,Staten Island University Hosp-South,Medicare,Minor,11,4.090909091,6446.638182,Northwell,24.36,194
720,Staten Island University Hosp-South,Medicare,Moderate,94,4.531914894,7262.097234,Northwell,24.36,194
720,Staten Island University Hosp-South,Private Health Insurance,Extreme,4,12.5,8490.865,Northwell,24.36,194
720,Staten Island University Hosp-South,Private Health Insurance,Major,7,5.142857143,9468.811429,Northwell,24.36,194
720,Staten Island University Hosp-South,Private Health Insurance,Minor,4,2.5,7352.6825,Northwell,24.36,194
720,Staten Island University Hosp-South,Private Health Insurance,Moderate,10,4.4,7529.186,Northwell,24.36,194
720,Staten Island University Hosp-South,Self-Pay,Moderate,3,3.666666667,6059.87,Northwell,24.36,194
720,University Hospital of Brooklyn,Blue Cross/Blue Shield,Extreme,6,43.33333333,10678.53833,SUNY,2.265,342
720,University Hospital of Brooklyn,Blue Cross/Blue Shield,Major,6,8,6156.58,SUNY,2.265,342
720,University Hospital of Brooklyn,Blue Cross/Blue Shield,Minor,5,4.8,6525.37,SUNY,2.265,342
720,University Hospital of Brooklyn,Blue Cross/Blue Shield,Moderate,8,4.875,5756.19,SUNY,2.265,342
720,University Hospital of Brooklyn,Medicare,Extreme,77,15.63636364,7483.478312,SUNY,2.265,342
720,University Hospital of Brooklyn,Medicare,Major,123,8.308943089,6080.066748,SUNY,2.265,342
720,University Hospital of Brooklyn,Medicare,Minor,3,5,4563.243333,SUNY,2.265,342
720,University Hospital of Brooklyn,Medicare,Moderate,70,6.185714286,5489.718571,SUNY,2.265,342
720,University Hospital of Brooklyn,Private Health Insurance,Extreme,5,7.8,8521.632,SUNY,2.265,342
720,University Hospital of Brooklyn,Private Health Insurance,Major,12,10.66666667,7156.4375,SUNY,2.265,342
720,University Hospital of Brooklyn,Private Health Insurance,Minor,2,4,5705.51,SUNY,2.265,342
720,University Hospital of Brooklyn,Private Health Insurance,Moderate,8,2.875,6666.40125,SUNY,2.265,342
720,University Hospital of Brooklyn,Self-Pay,Major,1,1,6299,SUNY,2.265,342
720,University Hospital of Brooklyn,Self-Pay,Minor,1,3,6633.33,SUNY,2.265,342
720,University Hospital of Brooklyn,Self-Pay,Moderate,2,10,4369.6,SUNY,2.265,342
720,Woodhull Medical & Mental Health Center,Blue Cross/Blue Shield,Extreme,3,11.33333333,8040.656667,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Blue Cross/Blue Shield,Major,1,1,8889.64,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Blue Cross/Blue Shield,Moderate,2,8,6127.805,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Medicare,Extreme,57,15.56140351,6475.536491,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Medicare,Major,57,10.84210526,6080.541053,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Medicare,Moderate,16,5.625,6275.403125,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Private Health Insurance,Extreme,1,3,8660.23,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Private Health Insurance,Major,4,4.75,8845.295,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Private Health Insurance,Minor,1,1,12161.78,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Private Health Insurance,Moderate,2,21.5,5785.01,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Self-Pay,Extreme,2,11,7908.925,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Self-Pay,Major,4,10.75,5032.2125,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Self-Pay,Minor,1,2,7928.41,Health+,4.597,364
720,Woodhull Medical & Mental Health Center,Self-Pay,Moderate,1,8,5654.15,Health+,4.597,364
720,Wyckoff Heights Medical Center,Blue Cross/Blue Shield,Extreme,3,16.66666667,7814.736667,Others,8.72,324
720,Wyckoff Heights Medical Center,Blue Cross/Blue Shield,Major,4,4.25,6737.86,Others,8.72,324
720,Wyckoff Heights Medical Center,Blue Cross/Blue Shield,Minor,1,1,7137.9,Others,8.72,324
720,Wyckoff Heights Medical Center,Blue Cross/Blue Shield,Moderate,6,3,6294.808333,Others,8.72,324
720,Wyckoff Heights Medical Center,Medicare,Extreme,79,11,8705.269241,Others,8.72,324
720,Wyckoff Heights Medical Center,Medicare,Major,123,7.284552846,6488.003171,Others,8.72,324
720,Wyckoff Heights Medical Center,Medicare,Minor,4,2.5,4677.3625,Others,8.72,324
720,Wyckoff Heights Medical Center,Medicare,Moderate,42,4.738095238,5900.395238,Others,8.72,324
720,Wyckoff Heights Medical Center,Private Health Insurance,Extreme,4,9.75,5728.55,Others,8.72,324
720,Wyckoff Heights Medical Center,Private Health Insurance,Major,5,10.8,7656.552,Others,8.72,324
720,Wyckoff Heights Medical Center,Private Health Insurance,Minor,2,2,5394.895,Others,8.72,324
720,Wyckoff Heights Medical Center,Private Health Insurance,Moderate,6,3.5,6893.776667,Others,8.72,324
