"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1400000US36047008600","Census Tract 86, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047011600","Census Tract 116, Kings County, New York","3414","568","597","174","15","17","15","23","2651","536","0","12","134","177","2","3","0","12","2","3"
"1400000US36047011700","Census Tract 117, Kings County, New York","2608","275","1662","325","199","107","39","58","233","112","0","12","283","188","192","141","33","44","159","131"
"1400000US36047012200","Census Tract 122, Kings County, New York","5756","834","1245","433","15","24","7","17","2609","583","0","17","1751","727","129","151","0","17","129","151"
"1400000US36047012901","Census Tract 129.01, Kings County, New York","2641","356","1841","250","208","91","0","12","78","38","0","12","400","374","114","50","0","12","114","50"
"1400000US36047013900","Census Tract 139, Kings County, New York","3420","257","2414","328","433","197","0","12","227","84","0","12","171","106","175","94","18","27","157","91"
"1400000US36047014500","Census Tract 145, Kings County, New York","3848","389","2697","298","36","43","43","48","194","119","0","12","562","270","316","156","28","46","288","148"
"1400000US36047014800","Census Tract 148, Kings County, New York","1320","175","1161","186","0","12","0","12","139","99","0","12","13","17","7","10","7","10","0","12"
"1400000US36047016200","Census Tract 162, Kings County, New York","2204","212","1859","198","64","54","0","12","70","88","0","12","149","179","62","45","16","26","46","35"
"1400000US36047029200","Census Tract 292, Kings County, New York","2787","267","1420","241","94","91","0","12","968","262","0","12","252","178","53","57","8","12","45","57"
"1400000US36047029600","Census Tract 296, Kings County, New York","5898","732","2904","607","33","46","17","26","2203","811","0","17","363","531","378","264","24","43","354","256"
"1400000US36047030400","Census Tract 304, Kings County, New York","4106","345","1899","267","67","92","0","12","1779","311","0","12","89","83","272","206","0","12","272","206"
"1400000US36047030600","Census Tract 306, Kings County, New York","1702","188","772","206","7","16","0","12","767","159","0","12","131","94","25","39","0","12","25","39"
"1400000US36047031900","Census Tract 319, Kings County, New York","3128","476","1294","537","1668","312","0","12","38","45","0","12","56","89","72","66","8","12","64","65"
"1400000US36047034900","Census Tract 349, Kings County, New York","6113","532","604","225","4819","493","0","17","127","79","0","17","407","296","156","110","21","22","135","109"
"1400000US36047032600","Census Tract 326, Kings County, New York","7507","725","2080","711","2569","656","37","54","529","134","0","17","1734","595","558","493","1","3","557","493"
"1400000US36047033700","Census Tract 337, Kings County, New York","3920","407","1638","445","1792","457","63","97","133","115","0","12","116","94","178","197","0","12","178","197"
"1400000US36047034200","Census Tract 342, Kings County, New York","6270","656","2341","479","2478","660","0","17","151","146","0","17","1220","486","80","68","14","25","66","62"
"1400000US36047041900","Census Tract 419, Kings County, New York","3614","408","1430","356","877","332","42","47","75","92","0","12","1029","390","161","192","26","35","135","188"
"1400000US36047042900","Census Tract 429, Kings County, New York","5326","494","2349","482","298","205","0","17","292","196","0","17","2093","442","294","211","217","200","77","85"
"1400000US36047043300","Census Tract 433, Kings County, New York","4014","496","1235","435","871","274","31","38","172","111","19","23","1502","518","184","79","111","70","73","66"
"1400000US36047049300","Census Tract 493, Kings County, New York","7471","683","3418","512","1803","716","0","17","334","191","0","17","1579","800","337","226","120","193","217","130"
"1400000US36047049400","Census Tract 494, Kings County, New York","5607","608","3180","378","429","146","0","17","1216","516","0","17","390","276","392","222","50","79","342","203"
"1400000US36047049800","Census Tract 498, Kings County, New York","4268","357","1983","273","99","53","0","12","1431","306","0","12","467","131","288","203","8","14","280","202"
"1400000US36047050700","Census Tract 507, Kings County, New York","2867","250","2265","255","206","139","0","12","59","37","0","12","271","150","66","61","26","41","40","47"
"1400000US36047050900","Census Tract 509, Kings County, New York","5024","449","4499","499","277","366","0","17","0","17","11","18","202","113","35","54","0","17","35","54"
"1400000US36047051200","Census Tract 512, Kings County, New York","6103","597","1279","361","3565","553","0","17","61","60","0","17","899","459","299","190","14","23","285","189"
"1400000US36047051300","Census Tract 513, Kings County, New York","5406","508","3861","499","281","207","0","17","348","210","0","17","583","376","333","154","27","39","306","140"
"1400000US36047052300","Census Tract 523, Kings County, New York","5204","628","2990","575","339","271","182","275","363","159","8","14","1211","649","111","78","0","17","111","78"
"1400000US36047053100","Census Tract 531, Kings County, New York","9155","958","8740","993","53","82","0","17","116","93","0","17","235","147","11","17","0","17","11","17"
"1400000US36047053400","Census Tract 534, Kings County, New York","4577","539","2945","429","350","200","85","112","959","374","0","12","91","89","147","148","0","12","147","148"
"1400000US36047053900","Census Tract 539, Kings County, New York","2513","190","2202","210","67","56","0","12","22","34","0","12","212","112","10","16","10","16","0","12"
"1400000US36047054500","Census Tract 545, Kings County, New York","8529","765","6321","833","1180","391","0","17","58","95","0","17","577","276","393","294","290","290","103","108"
"1400000US36047056600","Census Tract 566, Kings County, New York","2876","274","1348","221","350","180","0","12","919","302","0","12","43","29","216","167","17","19","199","167"
"1400000US36047057600","Census Tract 576, Kings County, New York","3045","250","1440","222","77","62","0","12","1424","229","0","12","64","72","40","35","5","8","35","32"
"1400000US36047058000","Census Tract 580, Kings County, New York","4129","463","1938","380","231","208","0","12","1613","410","0","12","283","267","64","60","8","13","56","59"
"1400000US36047059402","Census Tract 594.02, Kings County, New York","5309","486","3791","351","75","115","0","17","1292","365","0","17","50","50","101","147","0","17","101","147"
"1400000US36047059600","Census Tract 596, Kings County, New York","2309","300","1870","222","204","268","0","12","97","55","0","12","22","23","116","168","0","12","116","168"
"1400000US36047062200","Census Tract 622, Kings County, New York","2842","424","2389","376","298","202","0","12","60","60","0","12","51","59","44","40","20","25","24","31"
"1400000US36047063800","Census Tract 638, Kings County, New York","1966","192","1403","174","109","120","8","12","431","163","0","12","14","16","1","5","0","12","1","5"
"1400000US36047035000","Census Tract 350, Kings County, New York","3017","267","2925","265","21","34","0","12","0","12","0","12","21","32","50","62","40","60","10","17"
"1400000US36047066600","Census Tract 666, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047037700","Census Tract 377, Kings County, New York","4482","414","464","194","3399","506","0","12","43","35","0","12","395","244","181","89","12","19","169","89"
"1400000US36047039600","Census Tract 396, Kings County, New York","2038","304","1684","246","0","12","105","160","57","57","134","180","53","77","5","8","0","12","5","8"
"1400000US36047040800","Census Tract 408, Kings County, New York","3548","522","1159","306","20","36","0","12","1736","429","0","12","585","437","48","68","0","12","48","68"
"1400000US36047019200","Census Tract 192, Kings County, New York","3076","326","1304","350","28","36","24","37","1425","270","0","12","248","212","47","63","47","63","0","12"
"1400000US36047019400","Census Tract 194, Kings County, New York","3889","397","1276","324","5","10","0","12","1969","328","0","12","631","334","8","12","8","12","0","12"
"1400000US36047020400","Census Tract 204, Kings County, New York","2111","226","1476","238","0","12","0","12","580","187","22","29","0","12","33","49","0","12","33","49"
"1400000US36047020700","Census Tract 207, Kings County, New York","4521","410","2705","346","1104","225","0","12","277","258","0","12","148","194","287","140","17","28","270","138"
"1400000US36047022800","Census Tract 228, Kings County, New York","3687","450","2598","436","54","46","0","12","814","248","0","12","191","127","30","26","15","19","15","17"
"1400000US36047113400","Census Tract 1134, Kings County, New York","3219","413","289","163","2398","371","0","12","41","43","0","12","478","192","13","14","0","12","13","14"
"1400000US36047115600","Census Tract 1156, Kings County, New York","3835","446","331","183","2894","513","29","44","16","26","0","12","477","260","88","70","47","42","41","55"
"1400000US36047117800","Census Tract 1178, Kings County, New York","1928","314","576","206","565","283","0","12","389","147","0","12","378","202","20","24","0","12","20","24"
"1400000US36047087800","Census Tract 878, Kings County, New York","2524","288","27","40","2406","259","6","10","0","12","0","12","36","21","49","42","9","18","40","38"
"1400000US36047088200","Census Tract 882, Kings County, New York","6365","781","458","295","5641","737","0","17","0","17","0","17","199","217","67","108","67","108","0","17"
"1400000US36047089000","Census Tract 890, Kings County, New York","5587","760","496","364","4855","802","0","17","0","17","0","17","137","102","99","84","21","38","78","76"
"1400000US36047089400","Census Tract 894, Kings County, New York","3082","442","167","166","2422","440","0","12","124","172","0","12","199","177","170","141","43","46","127","142"
"1400000US36047093000","Census Tract 930, Kings County, New York","3030","346","19","21","2901","335","0","12","14","10","0","12","25","30","71","73","0","12","71","73"
"1400000US36047096200","Census Tract 962, Kings County, New York","1864","271","102","50","1585","284","17","26","19","17","0","12","111","77","30","28","11","18","19","21"
"1400000US36047098400","Census Tract 984, Kings County, New York","2086","243","168","143","1904","246","0","12","14","16","0","12","0","12","0","12","0","12","0","12"
"1400000US36047041401","Census Tract 414.01, Kings County, New York","1612","345","1186","319","10","17","0","12","136","85","0","12","280","310","0","12","0","12","0","12"
"1400000US36047041500","Census Tract 415, Kings County, New York","4192","540","1177","331","1715","403","36","53","131","127","0","12","878","456","255","222","157","158","98","109"
"1400000US36047041800","Census Tract 418, Kings County, New York","2622","309","2129","362","77","104","0","12","113","75","0","12","238","233","65","66","19","30","46","57"
"1400000US36047043100","Census Tract 431, Kings County, New York","4936","510","2648","544","306","201","142","183","416","199","0","12","1361","543","63","49","0","12","63","49"
"1400000US36047043800","Census Tract 438, Kings County, New York","2716","238","2118","272","62","57","0","12","271","128","0","12","218","146","47","62","0","12","47","62"
"1400000US36047047400","Census Tract 474, Kings County, New York","2513","317","2491","319","0","12","0","12","0","12","0","12","0","12","22","26","7","11","15","23"
"1400000US36047047700","Census Tract 477, Kings County, New York","3761","361","2977","342","153","131","0","12","315","148","0","12","164","115","152","83","0","12","152","83"
"1400000US36047048200","Census Tract 482, Kings County, New York","5314","468","2517","395","339","121","14","23","2150","380","0","17","204","148","90","76","0","17","90","76"
"1400000US36047048900","Census Tract 489, Kings County, New York","3506","355","623","286","1618","398","94","85","35","53","0","12","990","398","146","106","41","66","105","85"
"1400000US36047049000","Census Tract 490, Kings County, New York","5373","689","3166","685","467","184","60","78","1163","599","0","17","197","199","320","249","57","88","263","236"
"1400000US36047049700","Census Tract 497, Kings County, New York","2882","268","2047","232","27","41","18","26","459","146","0","12","160","130","171","88","31","34","140","80"
"1400000US36047050100","Census Tract 501, Kings County, New York","3174","311","2344","335","105","157","76","99","212","122","0","12","385","177","52","51","0","12","52","51"
"1400000US36047051400","Census Tract 514, Kings County, New York","7942","668","1768","412","3315","638","95","149","863","484","0","17","1419","660","482","268","69","75","413","257"
"1400000US36047078800","Census Tract 788, Kings County, New York","3198","307","85","75","2780","339","23","28","62","76","0","12","113","119","135","110","58","79","77","93"
"1400000US36047035200","Census Tract 352, Kings County, New York","1114","226","745","205","207","78","0","12","49","61","0","12","105","68","8","15","8","15","0","12"
"1400000US36047036501","Census Tract 365.01, Kings County, New York","3254","456","30","42","2961","467","0","12","33","50","0","12","230","242","0","12","0","12","0","12"
"1400000US36047039200","Census Tract 392, Kings County, New York","3026","331","2582","342","35","55","0","12","282","158","0","12","127","162","0","12","0","12","0","12"
"1400000US36047036700","Census Tract 367, Kings County, New York","1333","187","147","68","829","146","0","12","63","53","0","12","275","153","19","20","12","16","7","11"
"1400000US36047037000","Census Tract 370, Kings County, New York","4322","443","2790","384","0","12","32","48","1432","427","0","12","53","79","15","22","0","12","15","22"
"1400000US36047038700","Census Tract 387, Kings County, New York","3991","513","902","265","2755","617","18","32","38","68","0","12","81","73","197","143","43","64","154","106"
"1400000US36047009600","Census Tract 96, Kings County, New York","6218","650","2553","635","230","159","0","17","1591","434","0","17","1672","534","172","135","16","19","156","136"
"1400000US36047010200","Census Tract 102, Kings County, New York","5142","638","854","280","23","24","0","17","3672","640","0","17","562","311","31","35","0","17","31","35"
"1400000US36047011000","Census Tract 110, Kings County, New York","2445","375","1203","351","34","32","0","12","778","184","0","12","349","236","81","58","26","38","55","51"
"1400000US36047013400","Census Tract 134, Kings County, New York","3976","369","2842","312","88","62","23","36","681","165","0","12","126","103","216","181","9","14","207","177"
"1400000US36047013600","Census Tract 136, Kings County, New York","3888","405","2941","490","37","33","0","12","619","286","0","12","165","118","126","74","0","12","126","74"
"1400000US36047014900","Census Tract 149, Kings County, New York","5888","612","4879","506","96","52","0","17","380","220","0","17","225","161","308","180","0","17","308","180"
"1400000US36047015000","Census Tract 150, Kings County, New York","1567","146","1197","177","3","5","0","12","297","135","0","12","55","43","15","13","6","8","9","10"
"1400000US36047015300","Census Tract 153, Kings County, New York","2678","285","2168","230","131","57","0","12","195","85","0","12","80","78","104","55","0","12","104","55"
"1400000US36047016300","Census Tract 163, Kings County, New York","3194","375","2294","353","411","186","0","12","232","130","0","12","101","84","156","85","4","9","152","84"
"1400000US36047018400","Census Tract 184, Kings County, New York","2769","242","1230","172","0","12","0","12","1422","205","0","12","26","36","91","88","61","79","30","40"
"1400000US36047018700","Census Tract 187, Kings County, New York","1623","214","723","127","331","111","0","12","129","74","0","12","192","150","248","163","71","75","177","128"
"1400000US36047019000","Census Tract 190, Kings County, New York","4635","485","1983","419","65","52","46","50","2037","406","0","12","504","283","0","12","0","12","0","12"
"1400000US36047019500","Census Tract 195, Kings County, New York","3787","264","2096","299","1308","251","18","29","173","106","0","12","83","57","109","71","15","25","94","60"
"1400000US36047019900","Census Tract 199, Kings County, New York","3504","378","1976","314","996","287","0","12","154","71","0","12","195","158","183","99","0","12","183","99"
"1400000US36047000900","Census Tract 9, Kings County, New York","4487","369","3332","319","323","192","0","12","554","154","0","12","25","33","253","125","8","15","245","120"
"1400000US36047002200","Census Tract 22, Kings County, New York","4812","520","2270","469","249","105","0","12","646","199","0","12","1444","492","203","119","63","67","140","99"
"1400000US36047003700","Census Tract 37, Kings County, New York","1681","163","1160","152","147","100","6","14","270","108","0","12","6","13","92","52","0","12","92","52"
"1400000US36047004600","Census Tract 46, Kings County, New York","1306","146","1134","153","0","12","0","12","139","74","0","12","33","30","0","12","0","12","0","12"
"1400000US36047004700","Census Tract 47, Kings County, New York","1903","206","1241","124","319","143","0","12","147","60","0","12","77","47","119","62","16","20","103","61"
"1400000US36047006600","Census Tract 66, Kings County, New York","3645","424","2898","401","30","30","87","136","406","136","0","12","157","101","67","55","19","32","48","44"
"1400000US36047007400","Census Tract 74, Kings County, New York","5280","612","1388","476","88","86","29","43","1370","330","0","17","2405","709","0","17","0","17","0","17"
"1400000US36047007800","Census Tract 78, Kings County, New York","5240","681","2257","484","326","165","0","17","577","221","0","17","2044","620","36","40","36","40","0","17"
"1400000US36047011200","Census Tract 112, Kings County, New York","6267","530","3884","597","173","86","52","85","1418","356","0","17","600","419","140","99","86","77","54","51"
"1400000US36047012000","Census Tract 120, Kings County, New York","1107","171","103","58","0","12","0","12","863","180","0","12","141","110","0","12","0","12","0","12"
"1400000US36047002100","Census Tract 21, Kings County, New York","5143","348","3986","365","212","139","0","17","577","225","0","17","8","16","360","198","27","31","333","201"
"1400000US36047003000","Census Tract 30, Kings County, New York","1635","220","1063","241","83","94","0","12","299","116","0","12","93","71","97","56","23","27","74","50"
"1400000US36047003300","Census Tract 33, Kings County, New York","3705","366","2014","316","927","315","0","12","292","134","0","12","103","87","369","205","36","26","333","203"
"1400000US36047087000","Census Tract 870, Kings County, New York","3205","434","158","169","2992","440","0","12","0","12","0","12","15","17","40","55","8","12","32","54"
"1400000US36047080400","Census Tract 804, Kings County, New York","3283","409","442","128","2515","391","20","32","146","150","0","12","102","134","58","38","0","12","58","38"
"1400000US36047082600","Census Tract 826, Kings County, New York","5311","619","442","491","4408","494","40","46","20","24","0","17","277","139","124","110","0","17","124","110"
"1400000US36047085600","Census Tract 856, Kings County, New York","3338","419","128","77","2851","404","0","12","65","54","0","12","170","112","124","113","116","112","8","13"
"1400000US36047088600","Census Tract 886, Kings County, New York","4286","498","168","100","3683","512","0","12","47","56","0","12","259","194","129","76","0","12","129","76"
"1400000US36047088800","Census Tract 888, Kings County, New York","4157","406","51","50","3582","441","0","12","79","90","0","12","319","192","126","169","0","12","126","169"
"1400000US36047091200","Census Tract 912, Kings County, New York","5587","742","609","414","4069","645","80","117","154","168","0","17","495","302","180","274","0","17","180","274"
"1400000US36047095000","Census Tract 950, Kings County, New York","2870","295","275","127","2533","305","0","12","0","12","0","12","24","26","38","29","13","19","25","23"
"1400000US36047056000","Census Tract 560, Kings County, New York","3518","258","3043","362","68","48","17","26","378","247","0","12","3","6","9","16","9","16","0","12"
"1400000US36047055100","Census Tract 551, Kings County, New York","5269","565","3243","615","571","357","23","36","43","47","0","17","1204","463","185","125","0","17","185","125"
"1400000US36047055400","Census Tract 554, Kings County, New York","4444","456","3467","445","0","12","0","12","479","185","0","12","230","256","268","236","0","12","268","236"
"1400000US36047056200","Census Tract 562, Kings County, New York","1713","224","1523","219","0","12","0","12","91","47","0","12","0","12","99","104","0","12","99","104"
"1400000US36047057400","Census Tract 574, Kings County, New York","2907","314","1347","265","39","33","0","12","1468","334","0","12","32","45","21","24","0","12","21","24"
"1400000US36047057800","Census Tract 578, Kings County, New York","3391","405","1972","312","61","69","0","12","927","262","0","12","280","250","151","128","30","36","121","119"
"1400000US36047059000","Census Tract 590, Kings County, New York","1979","204","934","186","176","95","0","12","654","175","0","12","175","127","40","28","0","12","40","28"
"1400000US36047061600","Census Tract 616, Kings County, New York","1465","275","1336","310","71","77","0","12","11","17","0","12","38","58","9","18","9","18","0","12"
"1400000US36047065600","Census Tract 656, Kings County, New York","1774","153","1411","253","17","25","0","12","274","181","0","12","58","53","14","18","0","12","14","18"
"1400000US36047067200","Census Tract 672, Kings County, New York","1685","263","192","133","1294","256","0","12","199","240","0","12","0","12","0","12","0","12","0","12"
"1400000US36047070201","Census Tract 702.01, Kings County, New York","6073","764","5228","589","227","159","58","58","205","172","0","17","310","415","45","71","45","71","0","17"
"1400000US36047073000","Census Tract 730, Kings County, New York","2302","244","186","92","1987","256","0","12","11","10","0","12","6","10","112","99","0","12","112","99"
"1400000US36047029900","Census Tract 299, Kings County, New York","2968","358","195","88","2171","345","0","12","70","67","0","12","507","202","25","26","10","17","15","19"
"1400000US36047022100","Census Tract 221, Kings County, New York","3991","416","1425","326","1985","352","0","12","207","131","0","12","284","134","90","56","38","41","52","40"
"1400000US36047022400","Census Tract 224, Kings County, New York","5792","679","4403","692","11","16","0","17","1038","409","0","17","315","331","25","27","10","15","15","22"
"1400000US36047023100","Census Tract 231, Kings County, New York","3607","332","1632","236","1485","317","0","12","166","92","0","12","120","85","204","97","0","12","204","97"
"1400000US36047023600","Census Tract 236, Kings County, New York","6000","615","5579","620","14","20","48","70","280","161","14","21","54","78","11","20","0","17","11","20"
"1400000US36047024700","Census Tract 247, Kings County, New York","2561","279","501","166","1627","247","14","23","130","96","0","12","204","155","85","44","30","29","55","36"
"1400000US36047024900","Census Tract 249, Kings County, New York","4306","472","1294","254","2544","457","0","12","186","159","0","12","235","166","47","42","0","12","47","42"
"1400000US36047025600","Census Tract 256, Kings County, New York","3008","392","740","297","57","68","0","12","1954","336","0","12","164","235","93","116","0","12","93","116"
"1400000US36047027800","Census Tract 278, Kings County, New York","3285","409","1343","262","27","33","0","12","1702","421","0","12","213","240","0","12","0","12","0","12"
"1400000US36047028501","Census Tract 285.01, Kings County, New York","462","170","221","92","13","14","0","12","27","20","0","12","201","184","0","12","0","12","0","12"
"1400000US36047028900","Census Tract 289, Kings County, New York","3870","538","758","270","2308","644","48","66","60","73","0","12","265","232","431","414","14","17","417","413"
"1400000US36047029100","Census Tract 291, Kings County, New York","2927","404","744","216","1925","417","0","12","9","15","0","12","204","210","45","31","0","12","45","31"
"1400000US36047044900","Census Tract 449, Kings County, New York","3237","627","1058","292","1443","812","24","40","71","104","0","12","576","293","65","69","28","32","37","60"
"1400000US36047046000","Census Tract 460, Kings County, New York","3568","554","1731","309","24","30","0","12","1531","580","0","12","108","99","174","118","88","98","86","71"
"1400000US36047048500","Census Tract 485, Kings County, New York","2614","229","1620","192","277","143","59","64","95","43","0","12","402","184","161","64","36","27","125","59"
"1400000US36047050801","Census Tract 508.01, Kings County, New York","4088","455","972","298","2636","473","0","12","60","87","0","12","392","223","28","26","0","12","28","26"
"1400000US36047050803","Census Tract 508.03, Kings County, New York","2383","327","588","152","1319","251","6","9","86","72","0","12","330","153","54","45","0","12","54","45"
"1400000US36047050804","Census Tract 508.04, Kings County, New York","6068","581","1406","550","2852","509","0","17","112","126","0","17","1423","550","275","161","152","135","123","91"
"1400000US36047051001","Census Tract 510.01, Kings County, New York","4168","401","826","221","3132","420","0","12","65","80","0","12","92","90","53","43","0","12","53","43"
"1400000US36047051002","Census Tract 510.02, Kings County, New York","4608","346","733","222","2809","344","0","12","80","57","0","12","815","303","171","121","27","43","144","94"
"1400000US36047051601","Census Tract 516.01, Kings County, New York","5201","577","412","166","4024","602","0","17","239","188","0","17","507","365","19","28","10","16","9","26"
"1400000US36047051602","Census Tract 516.02, Kings County, New York","4013","389","330","132","2930","426","0","12","143","153","0","12","409","221","201","113","78","65","123","83"
"1400000US36047056100","Census Tract 561, Kings County, New York","3394","297","2797","315","213","177","35","41","200","101","0","12","42","58","107","55","0","12","107","55"
"1400000US36047061003","Census Tract 610.03, Kings County, New York","1792","274","788","233","57","86","0","12","426","192","0","12","521","231","0","12","0","12","0","12"
"1400000US36047061004","Census Tract 610.04, Kings County, New York","6371","561","5781","621","1","2","0","17","373","90","0","17","33","36","183","200","2","4","181","200"
"1400000US36047062000","Census Tract 620, Kings County, New York","1817","232","1766","233","0","12","0","12","51","43","0","12","0","12","0","12","0","12","0","12"
"1400000US36047069601","Census Tract 696.01, Kings County, New York","3704","447","1501","326","1794","413","0","12","216","120","0","12","117","162","76","86","53","84","23","24"
"1400000US36047069602","Census Tract 696.02, Kings County, New York","6168","630","4083","619","886","470","0","17","390","266","0","17","672","469","137","133","0","17","137","133"
"1400000US36047076800","Census Tract 768, Kings County, New York","3183","331","2652","326","56","65","0","12","222","112","0","12","207","262","46","49","1","5","45","49"
"1400000US36047079601","Census Tract 796.01, Kings County, New York","4695","551","1071","243","3311","612","0","12","61","42","0","12","170","122","82","81","0","12","82","81"
"1400000US36047079602","Census Tract 796.02, Kings County, New York","4650","545","652","153","3199","528","0","12","81","62","0","12","546","327","172","90","25","40","147","76"
"1400000US36047079801","Census Tract 798.01, Kings County, New York","2784","305","1015","208","1421","293","0","12","100","77","0","12","79","49","169","145","77","99","92","75"
"1400000US36047079802","Census Tract 798.02, Kings County, New York","5683","602","1506","361","3107","663","0","17","369","156","0","17","522","401","179","125","17","26","162","123"
"1400000US36047080800","Census Tract 808, Kings County, New York","1117","228","123","71","781","221","0","12","121","45","0","12","81","62","11","14","0","12","11","14"
"1400000US36047092400","Census Tract 924, Kings County, New York","2608","508","66","77","2153","413","0","12","0","12","0","12","385","322","4","9","0","12","4","9"
"1400000US36047093200","Census Tract 932, Kings County, New York","1140","162","44","50","1083","172","0","12","0","12","0","12","6","10","7","12","0","12","7","12"
"1400000US36047094600","Census Tract 946, Kings County, New York","1849","228","43","27","1732","237","0","12","40","51","0","12","0","12","34","60","0","12","34","60"
"1400000US36047111600","Census Tract 1116, Kings County, New York","4078","562","494","302","3152","606","0","12","7","13","0","12","406","338","19","25","12","18","7","16"
"1400000US36047105801","Census Tract 1058.01, Kings County, New York","5768","452","2091","339","3472","352","27","40","55","59","0","17","54","51","69","58","34","44","35","38"
"1400000US36047105804","Census Tract 1058.04, Kings County, New York","7188","741","1945","788","4357","493","110","94","238","164","0","17","432","275","106","91","33","39","73","85"
"1400000US36047110400","Census Tract 1104, Kings County, New York","4530","641","156","102","3900","564","0","12","2","4","0","12","451","297","21","24","10","17","11","17"
"1400000US36047114400","Census Tract 1144, Kings County, New York","2394","437","521","214","1346","316","0","12","13","19","4","8","384","217","126","132","76","121","50","54"
"1400000US36047119800","Census Tract 1198, Kings County, New York","3017","494","602","244","1393","357","12","20","0","12","0","12","972","442","38","41","27","38","11","18"
"1400000US36047123700","Census Tract 1237, Kings County, New York","6325","806","5607","801","205","123","0","17","49","56","0","17","413","189","51","41","12","18","39","36"
"1400000US36047150200","Census Tract 1502, Kings County, New York","2811","260","2349","255","82","76","0","12","173","145","0","12","140","105","67","57","0","12","67","57"
"1400000US36047152200","Census Tract 1522, Kings County, New York","3737","356","1699","235","728","215","0","12","718","254","0","12","267","228","325","129","16","28","309","128"
"1400000US36047990100","Census Tract 9901, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061003700","Census Tract 37, New York County, New York","2579","287","2236","280","68","53","0","12","124","72","0","12","83","75","68","51","0","12","68","51"
"1400000US36061008601","Census Tract 86.01, New York County, New York","3022","321","2186","292","72","60","15","25","688","307","0","12","9","15","52","51","0","12","52","51"
"1400000US36061004400","Census Tract 44, New York County, New York","16684","1002","12653","800","901","464","0","19","2102","720","0","19","307","307","721","369","85","140","636","340"
"1400000US36061008603","Census Tract 86.03, New York County, New York","4313","592","3642","534","27","34","11","18","437","262","0","12","31","35","165","188","0","12","165","188"
"1400000US36061008602","Census Tract 86.02, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061016500","Census Tract 165, New York County, New York","6323","620","5388","541","267","201","0","17","455","220","0","17","97","101","116","74","0","17","116","74"
"1400000US36061027900","Census Tract 279, New York County, New York","11803","1195","3605","755","805","380","343","362","239","168","0","19","5917","1179","894","396","445","341","449","217"
"1400000US36061011203","Census Tract 112.03, New York County, New York","1154","172","842","132","21","22","0","12","246","149","0","12","9","14","36","31","0","12","36","31"
"1400000US36061018400","Census Tract 184, New York County, New York","7258","923","1233","458","3420","939","70","112","524","135","0","17","1890","626","121","76","14","26","107","72"
"1400000US36061003601","Census Tract 36.01, New York County, New York","3190","323","1339","288","391","200","112","172","792","238","0","12","340","200","216","127","26","30","190","124"
"1400000US36061004500","Census Tract 45, New York County, New York","1015","180","686","173","4","7","1","2","251","99","0","12","0","12","73","31","11","14","62","29"
"1400000US36061005502","Census Tract 55.02, New York County, New York","2059","384","1735","319","115","138","0","12","67","55","0","12","66","74","76","52","0","12","76","52"
"1400000US36061005600","Census Tract 56, New York County, New York","3783","515","2889","476","218","146","0","12","561","176","0","12","47","65","68","55","5","11","63","55"
"1400000US36061006200","Census Tract 62, New York County, New York","4219","598","2155","408","910","304","6","12","917","303","0","12","48","39","183","110","60","51","123","97"
"1400000US36061007700","Census Tract 77, New York County, New York","6117","541","5412","526","45","51","0","17","363","175","0","17","26","31","271","162","0","17","271","162"
"1400000US36061008000","Census Tract 80, New York County, New York","5013","461","4131","447","121","92","10","18","583","171","0","17","66","91","102","80","10","29","92","77"
"1400000US36061009000","Census Tract 90, New York County, New York","7500","749","5644","719","206","205","0","17","1447","464","0","17","35","50","168","146","0","17","168","146"
"1400000US36061023600","Census Tract 236, New York County, New York","7530","927","466","307","5816","895","81","85","58","64","0","17","728","449","381","315","14","22","367","314"
"1400000US36061016900","Census Tract 169, New York County, New York","8418","1027","6878","1000","123","102","0","17","900","294","0","17","471","303","46","55","0","17","46","55"
"1400000US36061017100","Census Tract 171, New York County, New York","8974","751","8158","694","159","113","0","17","310","159","0","17","40","50","307","258","0","17","307","258"
"1400000US36061017900","Census Tract 179, New York County, New York","8915","999","6507","921","225","164","540","753","666","241","0","17","724","426","253","135","80","81","173","102"
"1400000US36061018200","Census Tract 182, New York County, New York","8326","785","1017","291","2781","717","38","61","540","380","0","17","3318","875","632","281","521","267","111","116"
"1400000US36061018300","Census Tract 183, New York County, New York","7270","711","6086","652","274","155","35","59","313","176","0","17","240","239","322","298","0","17","322","298"
"1400000US36061009200","Census Tract 92, New York County, New York","1602","203","1119","200","33","40","0","12","393","154","0","12","23","39","34","33","0","12","34","33"
"1400000US36061010400","Census Tract 104, New York County, New York","919","144","647","101","22","17","0","12","179","75","14","22","57","88","0","12","0","12","0","12"
