apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,33,5.363636363636363,13142.736666666666,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,4,2.25,17702.4925,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,1,20435.07,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,3,11154.82,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Not Span/Hispanic,Self-Pay,Extreme,70 or Older,1,12,11412.15,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,6,17533.13,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,3,3.3333333333333335,12267.793333333333,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,3,17257.955,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,3,5.333333333333333,14290.483333333332,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,13,11.615384615384615,15832.303076923077,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Major,30 to 49,6,5.333333333333333,16176.833333333334,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,28,5.75,14532.766428571429,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,80,7,12224.561,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Minor,50 to 69,1,3,13035.22,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,6,3.6666666666666665,12460.258333333333,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,19,3.9473684210526314,14684.972631578947,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,84,4.5476190476190474,12400.027023809524,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,30 to 49,1,2,14050.83,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,8,6.125,13650.526249999999,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Private Health Insurance,Major,70 or Older,1,6,11125.06,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,7,3,12438.858571428571,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,4,19907.05,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Extreme,70 or Older,2,10,13602.92,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Major,30 to 49,1,6,10258.18,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Major,50 to 69,5,11,11158.06,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Major,70 or Older,16,6.9375,12774.38125,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Moderate,50 to 69,3,5,11350.91,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Medicare,Moderate,70 or Older,7,4,14277.84,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Private Health Insurance,Major,50 to 69,1,3,11323.92,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Other Race,Unknown,Private Health Insurance,Moderate,50 to 69,3,6.333333333333333,10250.293333333333,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,4,11594.99,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,7,12248.85,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,1,4,15033.22,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,6,16354.48,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,17,15.411764705882353,12295.13705882353,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Major,50 to 69,17,6.705882352941177,12564.065882352941,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Major,70 or Older,113,7.486725663716814,13035.332831858406,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Minor,50 to 69,1,7,8992.64,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Minor,70 or Older,5,6.6,9488.039999999999,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,9,5.444444444444445,13577.597777777777,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,65,5.8,13248.733846153846,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,1,16,10551.4,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,3,5.666666666666667,14631.91,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,5,7.4,11419.768,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,2,6,11119.445,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,3,4.333333333333333,22188.983333333334,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,2,15680.4,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Self-Pay,Major,50 to 69,1,4,18780.35,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,1,2,15341.42,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,9,10908.74,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,5,15141.68,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Medicare,Major,70 or Older,7,4.142857142857143,13977.815714285714,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,2,15589,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,7,3.7142857142857144,12136.337142857143,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,5,11127.51,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Unknown,Medicare,Extreme,70 or Older,1,7,18799.55,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Unknown,Medicare,Major,70 or Older,4,3.5,14144.9125,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,White,Unknown,Medicare,Moderate,70 or Older,1,7,8446.13,Montefiore,0.449,421
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,8,13846.73,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,5,6.8,18335,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,2,6,18228.465,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,15,6.066666666666666,16729.720666666668,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,48,6.520833333333333,14852.474583333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,4,2.5,14241.494999999999,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,3,4,13916.373333333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,1,34600.28,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,18,4.055555555555555,16128.761111111111,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,51,4.901960784313726,15814.563333333334,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,1,13760.4,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,1,3,23641.18,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,3,7,14575.796666666667,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,5,1.8,18387,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,2,3,17317.09,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,9,2.888888888888889,15755.552222222223,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,1,6,12363.77,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,1,24,12158.47,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Black/African American,Unknown,Medicare,Extreme,50 to 69,2,7,18905.035,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Multi-racial,Not Span/Hispanic,Medicare,Major,70 or Older,1,8,17992.67,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,2,5,19205.739999999998,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Major,30 to 49,1,4,15221.25,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,4,5,16708.61,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,12,6,15893.380833333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Minor,70 or Older,1,3,20273.5,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,5,15104.27,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,1,22056.66,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,7,3.5714285714285716,13532.738571428572,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,7,13109.53,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,19,16180.92,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,4,7.25,13215.1675,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Major,30 to 49,1,8,10820.65,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,10,3.9,16655.64,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,13,4.461538461538462,17697.567692307694,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Minor,50 to 69,1,2,19020.9,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,2,2.5,20989.760000000002,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,30 to 49,2,5,13154.880000000001,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,6,3.5,16710.066666666666,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,12,4,16392.650833333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,3,15256.45,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Major,70 or Older,2,8.5,16865.305,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,1,5,15050.07,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Unknown,Medicare,Extreme,70 or Older,1,12,16793.68,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Unknown,Medicare,Major,70 or Older,6,9,15997.068333333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Other Race,Unknown,Medicare,Moderate,70 or Older,1,4,11110.53,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,3,14,15766.893333333333,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Medicare,Major,50 to 69,4,4.5,12603.6975,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Medicare,Major,70 or Older,17,6.529411764705882,15322.764117647059,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,5,3.4,16211.326,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,13,4.615384615384615,14742.513076923076,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,2,12992.45,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,6,13729.69,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Spanish/Hispanic,Medicare,Major,70 or Older,1,3,14839.08,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,White,Unknown,Medicare,Moderate,70 or Older,1,1,22967.99,Montefiore,4.47,321
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,16,15292.165,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,2.5,14054.85,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,2,12.5,17283.39,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,6,13.5,12355.578333333333,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,13,10.692307692307692,13542.34076923077,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,7,3.5714285714285716,14212.368571428571,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,59,7.796610169491525,13054.324576271187,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,118,9.440677966101696,12653.727118644068,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,7,2.7142857142857144,16373.655714285715,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,9,3.111111111111111,12985.545555555555,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,4,8.25,12078.2125,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,54,5.277777777777778,13343.071481481482,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,79,6.2405063291139244,12355.320632911393,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,1,10,9271.78,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,3,7631.3,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,4,5.75,13671.82,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,13,6.384615384615385,14711.547692307691,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,6,9.166666666666666,8045.5199999999995,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,2,2,10924.715,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,3,2.6666666666666665,11993.836666666666,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,3,15983.38,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,6,5.5,15441.675,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,19,5.473684210526316,13253.025789473684,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Not Span/Hispanic,Self-Pay,Major,70 or Older,1,3,19313.58,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,5,10096.135,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,2,9.5,10286.93,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Spanish/Hispanic,Medicare,Moderate,70 or Older,4,5.5,11300.285,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Blue Cross/Blue Shield,Major,50 to 69,1,3,21643.39,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Medicare,Major,50 to 69,1,13,10195.82,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Medicare,Major,70 or Older,1,3,16246.53,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Medicare,Moderate,50 to 69,4,3.75,17629.7425,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Medicare,Moderate,70 or Older,2,3,15356.33,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Black/African American,Unknown,Private Health Insurance,Major,50 to 69,1,9,16957.56,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Multi-racial,Not Span/Hispanic,Medicare,Major,70 or Older,2,9,10495.675,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Multi-racial,Not Span/Hispanic,Medicare,Moderate,70 or Older,2,2.5,22208.355,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Multi-racial,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,7,13574.23,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Multi-racial,Unknown,Medicare,Major,70 or Older,1,15,15452.99,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Multi-racial,Unknown,Medicare,Moderate,50 to 69,1,3,13290.94,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,3,10355.470000000001,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,1,4,13141.84,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,8,2.375,15298.385,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,16,15513.51,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,3,12.333333333333334,12057.336666666666,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,12,10.25,14036.755833333333,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,35,8.314285714285715,11882.494857142858,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Minor,50 to 69,1,3,17456.37,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Minor,70 or Older,7,4.857142857142857,13412.27,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,1,9202.94,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,10,5,13334.605,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,40,7.45,12772.8585,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,10,15932.72,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,3,12.666666666666666,12384.203333333333,Montefiore,1.721,816
194,Montefiore Medical Center - Henry & Lucy Moses Div,Other Race,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,3,5.333333333333333,11647.076666666666,Montefiore,1.721,816
